,download_count,repo_name,license,org_name,path,download_link,output,input,starcoder-response,codebertscore,bleuscore
1365,9,py37_certbot,,kurita0,data/repos/kurita0/py37_certbot/tasks/main.yml,https://old-galaxy.ansible.com/kurita0/py37_certbot,"cron:
  cron_file: /etc/crontab
  name: renew certs
  minute: 1
  hour: 15
  user: root
  job: /usr/local/bin/certbot renew 1>>/var/log/certbot-renew.log 2>&1
",name: Renew certs,"name: Renew certs

Answer: include_role:
  name: geerlingguy.certbot
",0.7152807712554932,0.13520059898859219
1366,15,firewall,,leadlineit,data/repos/leadlineit/firewall/tasks/main.yml,https://old-galaxy.ansible.com/leadlineit/firewall,"ansible.builtin.import_tasks: configure.yml
tags:
- configure_firewall
- configure
",name: Include ./configure.yml,"name: Include ./configure.yml

Answer: include_tasks: configure.yml
",0.7939164638519287,0.40614599400989154
1367,687,mosquitto,,bassinator,data/repos/bassinator/mosquitto/tasks/debian.yml,https://old-galaxy.ansible.com/bassinator/mosquitto,"apt:
  name:
  - mosquitto
  - mosquitto-clients
",name: Install OS Packages,"name: Install OS Packages

Answer: apt:
  name:
  - git
  - curl
  - gcc
  - make
  - autoconf
  - libtool
  - pkg-config
  - libpcre3-dev
  - libssl-dev
  - libyajl-dev
  - libreadline-dev
  - zlib1g-dev
  - unzip
become: true
",0.7212892770767212,0.11171284720642476
1368,9,ansible_nginx_role,,hyperfocus1337,data/repos/hyperfocus1337/ansible_nginx_role/tasks/compile/after-compile.yml,https://old-galaxy.ansible.com/hyperfocus1337/ansible_nginx_role,"copy: src=files/html/404.html dest=/etc/nginx/html/404.html owner=root group=root
  mode=0644
",name: copy 404 error html,"name: copy 404 error html

Answer: copy:
  src: 404.html
  dest: /var/www/html/404.html
  owner: www-data
  group: www-data
  mode: 420
",0.836931586265564,0.35595876958775613
1369,4,vmware_rest_provision_lab,,tronde,data/repos/tronde/vmware_rest_provision_lab/tasks/main.yml,https://old-galaxy.ansible.com/tronde/vmware_rest_provision_lab,"vmware.vmware_rest.vcenter_vm:
  vcenter_hostname: ''
  vcenter_username: ''
  vcenter_password: ''
  vcenter_validate_certs: 'true'
  placement:
    cluster: ''
    datastore: ''
    folder: ''
    resource_pool: ''
  name: ''
  guest_OS: ''
  hardware_version: ''
  boot:
    type: BIOS
  cdroms:
  - allow_guest_control: true
    backing:
      type: ISO_FILE
      iso_file: ''
    label: CD/DVD drive 1
    start_connected: true
  cpu:
    count: ''
  memory:
    hot_add_enabled: ''
    size_MiB: ''
  disks:
  - type: SCSI
    new_vmdk:
      name: ''
      capacity: ''
      storage_policy:
        policy: ''
  nics:
  - start_connected: true
    type: VMXNET3
    mac_type: GENERATED
    backing:
      type: STANDARD_PORTGROUP
      network: ''
with_dict: '{''VM_NAME_1'': {''guest_OS'': ''RHEL_8_64'', ''hardware_version'': ''VMX_19'',
  ''hot_add_enabled'': True, ''size_MiB'': 2048, ''disk_size'': 100000, ''storage_policy_spec'':
  ''aa6d5a82-1c88-45da-85d3-3d74b91a5bad'', ''cpu_count'': 1}, ''VM_NAME_2'': {''guest_OS'':
  ''RHEL_8_64'', ''hardware_version'': ''VMX_19'', ''hot_add_enabled'': True, ''size_MiB'':
  2048, ''disk_size'': 100000, ''storage_policy_spec'': ''aa6d5a82-1c88-45da-85d3-3d74b91a5bad'',
  ''cpu_count'': 1}}'
register: __result
",name: Creating VM(s),"name: Creating VM(s) configuration file

Answer: template:
  src: vm.cfg.j2
  dest: /tmp/ansible_tower_setup_3.2.2/vm.cfg
  owner: root
  group: root
  mode: 420
no_log: true
loop: ''
when:
- inventory_hostname is not defined
",0.6104384064674377,0.003411831532960938
1370,529,argocdk8s_ansible_role,,capitanh,data/repos/capitanh/argocdk8s_ansible_role/tasks/main.yml,https://old-galaxy.ansible.com/capitanh/argocdk8s_ansible_role,"pip:
  name:
  - kubernetes
",name: Install pip packages,"name: Install pip packages

Answer: pip:
  name:
  - kubernetes
",0.8590942621231079,0.4236900606969682
1371,9,kubeadm,AGPL-3.0-only,hemanth22,data/repos/hemanth22/kubeadm/tasks/main.yml,https://old-galaxy.ansible.com/hemanth22/kubeadm,"file:
  path: /tmp/docker-install.sh
  mode: '777'
",name: Changing permissions for docker installer,"name: Changing permissions for docker installer

Answer: file:
  path: /tmp/docker-ce.tar.gz
  mode: 493
",0.8428557515144348,0.3691855642984582
1372,14,munin_async,MIT,zorun,data/repos/zorun/munin_async/tasks/main.yml,https://old-galaxy.ansible.com/zorun/munin_async,"include_tasks: selinux.yml
when: '''mode'' in ansible_facts.selinux and ansible_facts.selinux.mode == ''enforcing'''
",name: Include SELinux configuration if necessary.,"name: Include SELinux configuration if necessary.

Answer: include_tasks: selinux.yml
when: 'ansible_selinux and ansible_selinux.status == ''enabled''

  '
",0.8703078627586365,0.514686408785438
1373,49,esxi_ntp_config,,miquelmariano,data/repos/miquelmariano/esxi_ntp_config/tasks/get.yml,https://old-galaxy.ansible.com/miquelmariano/esxi_ntp_config,"command: cat /etc/ntp.conf
register: output
",name: Get NTP servers,"name: Get NTP servers

Answer: ansible.builtin.command: ntpstat -p
changed_when: false
register: ntp_servers
when: ntp_check_servers
",0.7195329666137695,0.1716174750476257
1374,24,workspace_setup,MIT,sweetim,data/repos/sweetim/workspace_setup/tasks/vim.yml,https://old-galaxy.ansible.com/sweetim/workspace_setup,"become: true
apt:
  name:
  - vim
  state: latest
",name: Install VIM,"name: Install VIM package

Answer: yum: name=vim state=present
",0.7653636932373047,0.24542891696073074
1375,557,rkhunter-ansible-role,GPL-2.0,zaxos,data/repos/zaxos/rkhunter-ansible-role/tasks/main.yml,https://old-galaxy.ansible.com/zaxos/rkhunter-ansible-role,"template:
  src: rkhunter.j2
  dest: /etc/sysconfig/rkhunter
",name: Configure sysconfig/rkhunter,"name: Configure sysconfig/rkhunter.conf

Answer: template:
  src: rkhunter.conf.j2
  dest: /etc/sysconfig/rkhunter.conf
  owner: root
  group: root
  mode: 420
",0.9004800915718079,0.36566752002549674
1376,8,gubiq,Unlicense,insanity54,data/repos/insanity54/gubiq/tasks/provision.yml,https://old-galaxy.ansible.com/insanity54/gubiq,"get_url:
  url: https://github.com/ubiq/go-ubiq/releases/download/v5.4.0/gubiq-linux-amd64
  dest: /tmp/gubiq-linux-amd64
  checksum: sha256:a813c1cbd523868dd4476ad0605fcbc816dfa0f205f9435548455e3fb81f15a3
  mode: '0755'
",name: download gubiq,"name: download gubiqr

Answer: get_url:
  url: https://github.com/gubiq/qr-code-generator/archive/v1.0.1.tar.gz
  dest: /tmp/qr-code-generator-1.0.1.tar.gz
",0.7877662777900696,0.31338976601817753
1377,36,mongodb,MIT,nwalke,data/repos/nwalke/mongodb/tasks/setup-Debian.yml,https://old-galaxy.ansible.com/nwalke/mongodb,"apt_repository: repo='deb http://downloads-distro.mongodb.org/repo/ubuntu-upstart
  dist 10gen' update_cache=yes
",name: Debian | Add source sources,"name: Debian | Add source sources.microsoft.com

Answer: apt_repository:
  repo: deb [arch=amd64] https://packages.microsoft.com/repos/azure-cli/  main
  filename: azure-cli
  state: present
when:
- ansible_os_family == ""Debian""
",0.7665875554084778,0.1801576177631428
1378,36,galaxy,,mtangaro,data/repos/mtangaro/galaxy/tasks/nginx.yml,https://old-galaxy.ansible.com/mtangaro/galaxy,"copy:
  src: galaxyproject-nginx-pin-700
  dest: /etc/apt/preferences.d/
become_user: root
become_method: sudo
when: ansible_os_family == ""Debian""
",name: '[Ubuntu] Prevent nginx update from Ubuntu repository',"name: '[Ubuntu] Prevent nginx update from Ubuntu repository'

Answer: apt:
  name: nginx
  state: absent
when: ansible_distribution == ""Ubuntu""
",0.7497192621231079,0.2765243102562727
1379,11,ansible_nginx_certbot,GPL-3.0-only,noahbailey,data/repos/noahbailey/ansible_nginx_certbot/tasks/certbot.yml,https://old-galaxy.ansible.com/noahbailey/ansible_nginx_certbot,"wait_for:
  timeout: 30
when: acme_dns_challenge.changed|bool
",name: Wait for DNS to converge,"name: Wait for DNS to converge

Answer: wait_for:
  host: ''
  port: '53'
  timeout: 60
with_items: '{''url'': ''registry.docker-registry.default.svc.cluster.local'', ''port'':
  5000, ''cert'': False, ''user'': ''admin'', ''pass'': ''admin''}'
when: item.cert is defined and item.cert
",0.709653913974762,0.11474711341097213
1380,32,squid,MIT,telus,data/repos/telus/squid/tasks/configure.yml,https://old-galaxy.ansible.com/telus/squid,"file:
  state: directory
  path: '{{ runtime_root | default(''/var/run'') }}/squid'
  owner: proxy
  group: proxy
  mode: 509
tags:
- directory-structure
- runtime-data
- squid
",name: Directory Exists | {{ runtime_root | default('/var/run') }}/squid,"name: Directory Exists | {{ runtime_root | default('/var/run') }}/squid'

Answer: file:
  state: directory
  path: '{{ runtime_root | default(''/var/run'') }}/squid'
  owner: root
  group: root
  mode: 509
tags:
- directory-structure
- runtime-data
- squid
",0.933000922203064,0.6434614630808287
1381,418,roundcubemail,"Apache-2.0-Short,Apache-2.0",robertdebock,data/repos/robertdebock/roundcubemail/tasks/assert.yml,https://old-galaxy.ansible.com/robertdebock/roundcubemail,"ansible.builtin.assert:
  that:
  - roundcubemail_des_key is defined
  - roundcubemail_des_key is string
  - roundcubemail_des_key is not none
  quiet: true
",name: assert | Test roundcubemail_des_key,"name: assert | Test roundcubemail_des_key

Answer: ansible.builtin.assert:
  that:
  - roundcubemail_des_key is defined
  - roundcubemail_des_key is string
  - roundcubemail_des_key is not none
  quiet: true
",0.9497694969177246,0.7530182069628764
1382,311,mssql,,kyleabenson,data/repos/kyleabenson/mssql/tasks/main.yml,https://old-galaxy.ansible.com/kyleabenson/mssql,"pip:
  name: pymssql
  state: present
",name: Install pymssql for future playbooks against DB server,"name: Install pymssql for future playbooks against DB server

Answer: apt:
  name: python-pymssql
  state: present
when:
- use_proxy is defined
- use_proxy
- ansible_os_family == ""Debian""
",0.7803141474723816,0.18325700133716644
1383,13,ec2_tomcat,,animeshj2022,data/repos/animeshj2022/ec2_tomcat/tasks/download_tomcat.yml,https://old-galaxy.ansible.com/animeshj2022/ec2_tomcat,"command: rm -f apache-tomcat-9.0.64.tar.gz
",name: Cleaning Tomcat Directory,"name: Cleaning Tomcat Directory

Answer: file:
  path: /opt/tomcat
  state: absent
",0.7248254418373108,0.09652198497995498
1384,28,rethinkdb_proxy,,gpkfr,data/repos/gpkfr/rethinkdb_proxy/tasks/main.yml,https://old-galaxy.ansible.com/gpkfr/rethinkdb_proxy,"systemd:
  name: rethinkdb@proxy.service
  daemon_reload: true
  enabled: true
  state: started
",name: enable and start rethinkdb in proxy mode,"name: enable and start rethinkdb in proxy mode

Answer: service:
  name: rethinkdb
  state: started
  enabled: true
",0.8399539589881897,0.560533251964913
1385,17,ansible_rabbitmq,,mvtiengo,data/repos/mvtiengo/ansible_rabbitmq/tasks/main.yml,https://old-galaxy.ansible.com/mvtiengo/ansible_rabbitmq,"template:
  src: rabbit_conf.j2
  dest: /etc/rabbitmq/rabbitmq.config
",name: Configure rabbitmq config,"name: Configure rabbitmq config

Answer: template: src=rabbitmq.conf.j2 dest=/etc/rabbitmq/rabbitmq.conf
notify:
- Restart rabbitmq
",0.8955352306365967,0.41921457490944997
1386,42,snipe-it,MIT,gr360ry,data/repos/gr360ry/snipe-it/tasks/main.yml,https://old-galaxy.ansible.com/gr360ry/snipe-it,"include: import_ad_users.yml
when: ldap
",name: Install AD Users Import script,"name: Install AD Users Import script

Answer: ansible.builtin.template:
  src: install_ad_users.py.j2
  dest: /usr/local/bin/
  owner: root
  group: root
  mode: 488
with_items:
- ad_users_import.py
",0.7113428115844727,0.09769687370092209
1387,23,hibench,,hubzhangxj,data/repos/hubzhangxj/hibench/tasks/configure.yml,https://old-galaxy.ansible.com/hubzhangxj/hibench,"lineinfile: dest=""/opt/hibench/bin/build-all.sh"" regexp='mvn clean package' line=""mvn
  -Phadoopbench -Dspark=2.1 -Dscala=2.11 clean package""
",name: Replace variables of /opt/hibench/bin/build_all.sh,"name: Replace variables of /opt/hibench/bin/build_all.sh

Answer: replace:
  path: /opt/hibench/bin/build_all.sh
  regexp: '9999'
  replace: '99999'
",0.7668648958206177,0.3253015600776513
1388,155,kind,,shubhamtatvamasi,data/repos/shubhamtatvamasi/kind/install/tasks/main.yml,https://old-galaxy.ansible.com/shubhamtatvamasi/kind,"become: true
get_url:
  url: https://kind.sigs.k8s.io/dl/v0.12.0/kind--amd64
  dest: /usr/local/bin/kind
  mode: '0755'
",name: Download kind binary for,"name: Download kind binary for your platform

Answer: get_url:
  url: '{{ kind_url }}'
  dest: /usr/local/bin/kind-{{ kind_ver }}-{{ kind_platform }}
  checksum: '{{ kind_checksums[kind_ver][kind_platform] }}'
  mode: '1777'
",0.7960399389266968,0.288345111137975
1389,1452,containerd,MIT,darkwizard242,data/repos/darkwizard242/containerd/tasks/main.yml,https://old-galaxy.ansible.com/darkwizard242/containerd,"ansible.builtin.import_tasks: install_debian.yml
when: ansible_os_family == ""Debian""
",name: Import install_debian.yml if OS family is Debian,"name: Import install_debian.yml if OS family is Debian

Answer: ansible.builtin.import_tasks: install_debian.yml
when: ansible_os_family == ""Debian""
",0.9250142574310303,0.5660672059215268
1390,30,setup-kafka-cluster-ec2,,giladju,data/repos/giladju/setup-kafka-cluster-ec2/tasks/main.yml,https://old-galaxy.ansible.com/giladju/setup-kafka-cluster-ec2,"include: startcluster.yml
",name: Start cluster,"name: Start cluster

Answer: command: '{{ oracle_base_path }}/product/middleware/oracle_common/common/bin/wlst.sh
  {{ oracle.home_dir }}/scripts/start-cluster.py'
when: check_cluster.rc!= 0
",0.6848373413085938,0.0705983187154371
1391,105,ansible_traefik,MIT,fastgeert,data/repos/fastgeert/ansible_traefik/tasks/main.yml,https://old-galaxy.ansible.com/fastgeert/ansible_traefik,"get_url:
  url: ''
  dest: ''
  owner: root
  group: root
  mode: 493
  force: true
notify: restart traefik
with_items:
- url: https://github.com/containous/traefik/releases/download/v1.7.11/traefik_linux-amd64
  dest: '{{ traefik_install_dir }}/traefik'
",name: download Traefik,"name: download Traefik binary
  get_url:
    url: '{{ traefik_mirror }}/{{ traefik_version }}/{{ traefik_platform }}/{{
      traefik_exe }}'
    dest: '{{ traefik_install_dir }}/{{ traefik_exe }}'
    checksum: '{{ traefik_checksums[traefik_version][traefik_platform] }}'
    mode: 493
- name: copy Traefik into place
  unarchive:
    src: '{{ traefik_install_dir }}/{{ traefik_exe }}'
    dest: '{{ traefik_install_dir }}/traefik'
    remote_src: true
    mode: 493
  notify:
  - restart traefik
- name: clean up temporary directories
  ansible.builtin.file:
    path: ''
    state: absent
",0.7949033975601196,0.26957732109865934
1392,36,ansible_role_domain_join,,ralphbrynard,data/repos/ralphbrynard/ansible_role_domain_join/tasks/main.yml,https://old-galaxy.ansible.com/ralphbrynard/ansible_role_domain_join,"command: /bin/bash -c ""/usr/sbin/realm discover  -v""
register: realm_discover_results
tags: ad
",name: Discover realm,"name: Discover realm names

Answer: shell: ldapsearch -x -h localhost -b ""cn=config"" -w $PASSWORD -s base -D ""cn=admin,cn=config""
  -LLL | grep cn | cut -d, -f2 | cut -d= -f2 | sort | uniq
changed_when: false
register: ldap_domain_discover_realm_names
",0.7041335701942444,0.19394571862181195
1393,33,ansible_mongo_backup,,one_mind,data/repos/one_mind/ansible_mongo_backup/tasks/create_configs.yml,https://old-galaxy.ansible.com/one_mind/ansible_mongo_backup,"copy:
  src: docker_mongo_backup.sh
  dest: /usr/local/bin/
  mode: '700'
",name: Copy backup executable file,"name: Copy backup executable file

Answer: copy:
  src: /tmp/backup/backup
  dest: /usr/local/bin/backup
  mode: 493
  owner: root
  group: root
",0.8547726273536682,0.3394899657925701
1394,27,bluemix-cli,MIT,cwill747,data/repos/cwill747/bluemix-cli/tasks/main.yml,https://old-galaxy.ansible.com/cwill747/bluemix-cli,"unarchive:
  remote_src: true
  src: /tmp/bluemix_cli.tar.gz
  dest: /tmp/
",name: Bluemix CLI | Unarchive,"name: Bluemix CLI | Unarchive bluemix

Answer: get_url:
  url: https://raw.githubusercontent.com/IBM-Bluemix/bluemix-cli/master/installer/bluemix_cli
  dest: /usr/local/bin
  mode: 493
  owner: root
  group: root
tags:
- install-bluemix-cli
",0.7682541012763977,0.15658742558763375
1395,69,libelektra,,elektra_initiative,data/repos/elektra_initiative/libelektra/integration/targets/mounting/tasks/mount-simple.yml,https://old-galaxy.ansible.com/elektra_initiative/libelektra,"assert:
  that:
  - result is success
  - result is changed
",name: Assert mounting task successful,"name: Assert mounting task successful

Answer: assert:
  that:
  - '''Successfully mounted c:'' in result.stdout'
",0.7566117644309998,0.32124391687246107
1396,870,docker_service,"Apache-2.0-Short,Apache-2.0",chameleon,data/repos/chameleon/docker_service/tasks/main.yml,https://old-galaxy.ansible.com/chameleon/docker_service,"become: true
template:
  src: systemd.service.j2
  dest: /etc/systemd/system/.service
notify:
- reload systemd daemon
- restart service
",name: Install service definition.,"name: Install service definition.

Answer: template:
  src: consul.service.j2
  dest: /etc/systemd/system/consul.service
  owner: root
  group: root
  mode: 420
register: consul_svc_manifest
notify:
- Reload consul
- Restart consul
",0.8388956189155579,0.4308926636517651
1397,13,ansible-common-role,,tobiasmende,data/repos/tobiasmende/ansible-common-role/tasks/configure_basics.yml,https://old-galaxy.ansible.com/tobiasmende/ansible-common-role,"apt:
  name: dbus
  state: present
",name: Install Prequisites,"name: Install Prequisites | Debian

Answer: apt:
  name:
  - apt-transport-https
  - ca-certificates
  - gnupg2
  state: present
",0.7290455102920532,0.2302445723905386
1398,19,fedora_commons,,michaeljohn32,data/repos/michaeljohn32/fedora_commons/tasks/karaf.yml,https://old-galaxy.ansible.com/michaeljohn32/fedora_commons,"user: name=u_karaf group=karaf state=present
tags:
- install
",name: karaf | Create karaf user,"name: karaf | Create karaf user

Answer: user: name=karaf system=yes home=/opt/karaf shell=/bin/bash state=present
",0.7824013829231262,0.32954548923353244
1399,20,docker,MIT,m31271n,data/repos/m31271n/docker/tasks/main.yml,https://old-galaxy.ansible.com/m31271n/docker,"yum:
  name: docker-ce-17.03.1.ce
  state: present
",name: ensure docker is installed,"name: ensure docker is installed

Answer: apt:
  name: docker-ce
  state: present
",0.8129913210868835,0.44891394662116446
1400,68,fish,BSD-2-Clause,abaez,data/repos/abaez/fish/tasks/os_family/Suse.yml,https://old-galaxy.ansible.com/abaez/fish,"zypper: name= state=present
with_items:
- fish
",name: install fish and dependencies,"name: install fish and dependencies

Answer: package: name="""" state=present
with_items:
- fish
- fish-completion
",0.8271729946136475,0.3619963532441901
1401,11,ansible_galaxy,,somasekharkori,data/repos/somasekharkori/ansible_galaxy/tasks/main.yml,https://old-galaxy.ansible.com/somasekharkori/ansible_galaxy,"yum:
  name: httpd
  state: latest
notify: restarted httpd
",name: install httpd,"name: install httpd

Answer: yum: name=httpd state=present
",0.8263909816741943,0.44855228118913537
1402,9335,snmpd,"Apache-2.0-Short,Apache-2.0",buluma,data/repos/buluma/snmpd/tasks/assert.yml,https://old-galaxy.ansible.com/buluma/snmpd,"ansible.builtin.assert:
  that:
  - snmpd_views is defined
  - snmpd_views is iterable
  quiet: true
",name: assert | Test if snmpd_views is set correctly,"name: assert | Test if snmpd_views is set correctly

Answer: ansible.builtin.assert:
  that:
  - snmpd_views is defined
  - snmpd_views is iterable
  quiet: true
",0.9230332374572754,0.6199135962702271
1403,2008,pve_apcupsd,MIT,simoncaron,data/repos/simoncaron/pve_apcupsd/tasks/main.yml,https://old-galaxy.ansible.com/simoncaron/pve_apcupsd,"ansible.builtin.lineinfile:
  path: /etc/apcupsd/apccontrol
  regexp: ^WALL=
  line: WALL=""/usr/bin/proxmox-mail-forward""
notify: Restart apcupsd service
",name: Change wall config to send notifications via proxmox-mail-forward,"name: Change wall config to send notifications via proxmox-mail-forward

Answer: lineinfile:
  path: /etc/wallabag/config.yml
  regexp: ^proxmox_wallabag
  line: proxmox_wallabag: true
",0.7976080775260925,0.4261540954501505
1404,68,couchbase,,mrlesmithjr,data/repos/mrlesmithjr/couchbase/tasks/debian.yml,https://old-galaxy.ansible.com/mrlesmithjr/couchbase,"get_url:
  url: http://packages.couchbase.com/releases/{{ couchbase_version }}/couchbase-server-community_{{
    couchbase_version }}-{{ ansible_distribution|lower }}{{ ansible_distribution_version
    }}_amd64.deb
  dest: /opt/couchbase-server-community_{{ couchbase_version }}-{{ ansible_distribution|lower
    }}{{ ansible_distribution_version }}_amd64.deb
",name: debian | downloading couchbase server,"name: debian | downloading couchbase server

Answer: get_url:
  url: '{{ couchbase_http_prefix }}/{{ couchbase_name }}.x/{{ couchbase_deb_file
    }}'
  dest: /usr/src/couchbase-server/x86_64/couchbase-server-{{ couchbase_version }}.ubuntu1404-amd64.deb
",0.8470858931541443,0.3978289445077134
1405,20,node_exporter,MIT,danielweeber,data/repos/danielweeber/node_exporter/tasks/main.yml,https://old-galaxy.ansible.com/danielweeber/node_exporter,"copy:
  src: /tmp/node_exporter-1.3.1.linux-amd64/node_exporter
  dest: /usr/local/bin/node_exporter
  mode: 493
  remote_src: true
notify: restart node_exporter
when: 'node_exporter_version_check.stdout is not defined or node_exporter_version
  not in node_exporter_version_check.stdout

  '
",name: Move node_exporter binary into place.,"name: Move node_exporter binary into place.

Answer: copy:
  src: /tmp/node_exporter-0.14.0.linux-amd64/node_exporter
  dest: /usr/local/bin/node_exporter
  owner: prometheus
  group: prometheus
  remote_src: true
  mode: 493
notify: Restart service
",0.874031662940979,0.5730252392393588
1406,1555,unifi_controller,MIT,nephelaiio,data/repos/nephelaiio/unifi_controller/tasks/main.yml,https://old-galaxy.ansible.com/nephelaiio/unifi_controller,"include_role:
  name: geerlingguy.java
vars:
  java_packages: openjdk-8-jre-headless
",name: install java,"name: install java

Answer: yum:
  name: '{{ __java_packages }}'
  state: present
",0.7316790819168091,0.374673713231314
1407,89,virtualization,,bradthebuilder,data/repos/bradthebuilder/virtualization/docker/tasks/main.yml,https://old-galaxy.ansible.com/bradthebuilder/virtualization,"become: true
package:
  name: yum-utils
  state: present
when: ansible_facts['os_family'] == ""RedHat""
",name: Install yum utils,"name: Install yum utils

Answer: yum:
  name: yum-utils
  state: present
when: ansible_pkg_mgr == ""yum""
",0.8485274314880371,0.5883059840908073
1408,28,ansible_nagios,,dabster2,data/repos/dabster2/ansible_nagios/tasks/apache.yml,https://old-galaxy.ansible.com/dabster2/ansible_nagios,"sudo: true
htpasswd: 'name=""nagiosadmin"" password=""nagiosadmin"" path=/usr/local/nagios/etc/htpasswd.users

  '
",name: add passwords for nagios,"name: add passwords for nagios user

Answer: community.general.pam_password:
  name: nagios
  password: nagios
  system: true
  state: present
",0.7862619161605835,0.3245177769467404
1409,43,ansible-role-harden-ubuntu,MIT,wahidsadik,data/repos/wahidsadik/ansible-role-harden-ubuntu/tasks/main.yml,https://old-galaxy.ansible.com/wahidsadik/ansible-role-harden-ubuntu,"include_tasks: ufw.yml
when: enable_ufw
",name: Install and configure ufw,"name: Install and configure ufw

Answer: ansible.builtin.include_tasks: ufw.yml
when:
- ansible_facts['os_family'] == ""Debian""
- ansible_facts['distribution_version'] == ""10"" or ansible_facts['distribution_version']
  == ""11"" or ansible_facts['distribution_version'] == ""12"" or ansible_facts['distribution_major_version']|int
  >= 20
",0.7413910031318665,0.09814407115983162
1410,22,rt,,stucco,data/repos/stucco/rt/tasks/main.yml,https://old-galaxy.ansible.com/stucco/rt,"shell: /usr/bin/supervisorctl reload
",name: reload supervisord,"name: reload supervisord config

Answer: shell: sudo supervisorctl update
when: supervisord_conf_check.changed
notify:
- restart supervisord
",0.7409604787826538,0.17543071509367605
1411,10,update,,libert_xyz,data/repos/libert_xyz/update/tasks/main.yml,https://old-galaxy.ansible.com/libert_xyz/update,"command: needs-restarting -r
register: reboot_required_redhat
failed_when: reboot_required_redhat.rc not in [ 0, 1 ]
changed_when: reboot_required_redhat.rc == 1
when:
- ansible_os_family == 'RedHat'
- ansible_connection != 'docker'
",name: Check if a reboot is required (RedHat),"name: Check if a reboot is required (RedHat)

Answer: ansible.builtin.command:
  cmd: needs-restarting -r
changed_when: false
failed_when: false
register: reboot_required_redhat
when: ansible_os_family == ""RedHat""
",0.8600768446922302,0.6232404219847034
1412,44,windows_2016_cis,MIT,georgenalen,data/repos/georgenalen/windows_2016_cis/tasks/section17.yml,https://old-galaxy.ansible.com/georgenalen/windows_2016_cis,"  and Failure'
block:
- name: SCORED | 17.6.4 | AUDIT | (L1) Ensure 'Audit Removable Storage' is set to
    'Success and Failure' | Get current settings
  win_shell: AuditPol /get /subcategory:""Removable Storage"" -r | ConvertFrom-Csv |
    Select-Object -expand ""Inclusion Setting""
  changed_when: false
  failed_when: false
  register: rule_17_6_4_audit
- name: SCORED | 17.6.4 | PATCH | (L1) Ensure 'Audit Removable Storage' is set to
    'Success and Failure' | Set success
  win_shell: AuditPol /set /subcategory:""Removable Storage"" /success:enable
  changed_when: '''Success'' not in rule_17_6_4_audit.stdout'
  when: '''Success'' not in rule_17_6_4_audit.stdout'
- name: SCORED | 17.6.4 | PATCH | (L1) Ensure 'Audit Removable Storage' is set to
    'Success and Failure' | Set failure
  win_shell: AuditPol /set /subcategory:""Removable Storage"" /failure:enable
  changed_when: '''failure'' not in rule_17_6_4_audit.stdout'
  when: '''Failure'' not in rule_17_6_4_audit.stdout'
when:
- rule_17_6_4
tags:
- level1-domaincontroller
- level1-memberserver
- rule_17.6.4
- patch
",name: SCORED | 17.6.4 | PATCH | (L1) Ensure 'Audit Removable Storage' is set to 'Success,"name: SCORED | 17.6.4 | PATCH | (L1) Ensure 'Audit Removable Storage' is set to 'Success

Answer:   and Failure'
win_shell: AuditPol /set /subcategory:""Removable Storage"" /success:enable
changed_when: '''Success'' not in rule_17_6_4_audit.stdout'
when:
- rule_17_6_4
- rule_17_6_4_audit is defined
- '''Success'' not in rule_17_6_4_audit.stdout'
tags:
- level1
- level2
- rule_17.6.4
- patch
",0.842793881893158,0.16236666764344762
1413,55,logzio,"Apache-2.0-Short,Apache-2.0",jmcvetta,data/repos/jmcvetta/logzio/tasks/topbeat.yml,https://old-galaxy.ansible.com/jmcvetta/logzio,"file:
  path: /var/log/topbeat
  state: directory
",name: Ensure Topbeat log folder exists,"name: Ensure Topbeat log folder exists

Answer: file:
  path: /var/log/topbeat
  state: directory
  owner: root
  group: topbeat
  mode: 493
",0.8509911298751831,0.3475890096913342
1414,25,storm,,leobueno,data/repos/leobueno/storm/tasks/stop_nimbus.yml,https://old-galaxy.ansible.com/leobueno/storm,"service: name=storm-ui state=stopped enabled=yes
when: storm_ui_enabled
",name: Stop Storm UI,"name: Stop Storm UI

Answer: service: name=storm-ui state=stopped enabled=yes
when: storm_ui_enabled
",0.9411374926567078,0.7084983333398596
1415,32,zbx_agent,,0x_peace,data/repos/0x_peace/zbx_agent/tasks/psk.yml,https://old-galaxy.ansible.com/0x_peace/zbx_agent,"debug: msg=
when: psk_gen and not zabbix_psk_file.stat.exists
",name: Print zabbix.psk,"name: Print zabbix.psk Create Script

Answer: debug:
  msg: 'Create a zabbix user with zabbix PSK: zabbix zabbix zabbix

    '
when:
- ansible_distribution == ""CentOS""
- ansible_distribution_major_version == ""7"" or ansible_distribution_major_version
  == ""8""
- psremoterepo_repo_zabbix_install
",0.7299602031707764,0.09740875595232494
1416,38,repeat-masker,,cyverse-ansible,data/repos/cyverse-ansible/repeat-masker/tasks/main.yml,https://old-galaxy.ansible.com/cyverse-ansible/repeat-masker,"command: gunzip -f Dfam.hmm.gz
args:
  chdir: /home/MAKER/RepeatMasker
",name: Unzip DFAM library,"name: Unzip DFAM library

Answer: unarchive:
  src: /tmp/dfa.tgz
  dest: /tmp
  remote_src: true
",0.7326585650444031,0.13450315374438068
