,license,path,download_link,repo_name,input,download_count,org_name,output,starcoder-response,codebertscore,bleuscore
1310,MIT,data/repos/tatsukawa/dotfiles/ansible/roles/common/tasks/Darwin.yml,https://old-galaxy.ansible.com/tatsukawa/dotfiles,dotfiles,name: check if spectacle exist,0,tatsukawa,"stat:
  path: /Applications/Spectacle.app
register: file
","name: check if spectacle exist

Answer: stat:
  path: /Applications/Spectacle.app
register: spectacle_app
",0.8676503300666809,0.496786332197306
1311,,data/repos/nikhil9546/multinodecluster/master_node/tasks/main.yml,https://old-galaxy.ansible.com/nikhil9546/multinodecluster,multinodecluster,name: Creating directory,28,nikhil9546,"file:
  name: $HOME/.kube
  state: directory
","name: Creating directory

Answer: file:
  path: '{{ __supervisor_cfg_dir }}'
  mode: 493
  state: directory
",0.7707434296607971,0.279167517284123
1312,"Apache-2.0-Short,Apache-2.0",data/repos/thecodeteam/rexray/tasks/install-Debian.yml,https://old-galaxy.ansible.com/thecodeteam/rexray,rexray,name: Delete temporary file,64,thecodeteam,"file: path=""/tmp/rexray--.deb"" state=absent
when: rexray_check_deb.rc == 1
","name: Delete temporary file

Answer: file:
  path: ''
  state: absent
when: not ansible_check_mode
",0.7639949917793274,0.3300161218088434
1313,MIT,data/repos/nixknight/ansible_buildpython/tasks/main.yml,https://old-galaxy.ansible.com/nixknight/ansible_buildpython,ansible_buildpython,name: Build and Install Python,9,nixknight,"shell: ''
args:
  executable: /bin/bash
  chdir: /usr/src/Python-
with_items:
- make -j
- make install
","name: Build and Install Python Packages

Answer: shell: python setup.py install
args:
  chdir: /tmp/python/
  executable: /bin/bash
when: python_packages is changed
",0.8084883689880371,0.38172823064821015
1314,"Apache-2.0-Short,Apache-2.0",data/repos/tumbumer/sshd/tasks/main.yml,https://old-galaxy.ansible.com/tumbumer/sshd,sshd,name: 'tumbumer.sshd: push remote host public keyfile',30,tumbumer,"become: true
copy:
  content: ''
  dest: /etc/ssh/ssh_host_ed25519_key.pub
  owner: root
  group: root
  mode: 420
when: tumbumer_sshd_host_key_action == ""update""
notify:
- tumbumer-sshd-restart
","name: 'tumbumer.sshd: push remote host public keyfile'
",0.7502246499061584,0.030389811041538383
1315,,data/repos/yadav12122000/k8s_cluster_aws/kube_cluster/tasks/main.yml,https://old-galaxy.ansible.com/yadav12122000/k8s_cluster_aws,k8s_cluster_aws,name: create folder and copy the conf file,34,yadav12122000,"shell: ''
with_items:
- mkdir -p $HOME/.kube
- cp -i /etc/kubernetes/admin.conf $HOME/.kube/config
- chown $(id -u):$(id -g) $HOME/.kube/config
when: node_name == ""master""
","name: create folder and copy the conf file

Answer: file:
  path: /etc/monasca/agent
  state: directory
  owner: root
  group: root
  mode: 493
",0.708916962146759,0.13559981937042628
1316,"Apache-2.0-Short,Apache-2.0",data/repos/mullholland/lynis/tasks/Package.yml,https://old-galaxy.ansible.com/mullholland/lynis,lynis,name: Package | Create custom lynis profile,237,mullholland,"ansible.builtin.template:
  src: etc/lynis/custom.prf.j2
  dest: /etc/lynis/ansible.prf
  owner: root
  group: root
  mode: '0750'
","name: Package | Create custom lynis profile

Answer: ansible.builtin.template:
  src: custom_lynis.conf.j2
  dest: /etc/lynis/custom_lynis.conf
  owner: root
  group: root
  mode: 420
become: true
",0.8761137127876282,0.5342228073679206
1317,,data/repos/felipefmartins/memcached-server/tasks/install.yml,https://old-galaxy.ansible.com/felipefmartins/memcached-server,memcached-server,name: Inicia e ativa na inicializacao o servico memcached,13,felipefmartins,"when: ansible_os_family == ""RedHat""
systemd:
  name: memcached
  state: started
  enabled: true
tags: cache
","name: Inicia e ativa na inicializacao o servico memcached

Answer: service:
  name: memcached
  state: started
  enabled: true
",0.7657924294471741,0.5025027540670605
1318,MIT,data/repos/ewypych/oracle-mysql-repo/tasks/RedHat-install.yml,https://old-galaxy.ansible.com/ewypych/oracle-mysql-repo,oracle-mysql-repo,name: Install yum-config-manager for repo managing,41,ewypych,"yum:
  name: yum-utils
  state: present
when: mysql_version != ""57""
","name: Install yum-config-manager for repo managing

Answer: yum:
  name: yum-config-manager
  state: present
when: owncloud_setup_repo
",0.821079671382904,0.31838422569970776
1319,"Apache-2.0-Short,Apache-2.0",data/repos/idealista/jira_role/tasks/mysql-jdbc.yml,https://old-galaxy.ansible.com/idealista/jira_role,jira_role,name: JIRA | MySQL Tools APT repository,56,idealista,"apt_repository:
  repo: deb {{ jira_mysql_repo_url }} {{ ansible_distribution_release }} mysql-tools
  update_cache: true
  filename: mysql
  state: present
when: ( ansible_os_family == ""Debian"" )
","name: JIRA | MySQL Tools APT repository

Answer: apt_repository: repo='deb http://repo.mysql.com/mysql-community-release-el{{ ansible_distribution_major_version
    }}.rpm keyserver=http://repo.mysql.com/RPM-GPG-KEY-mysql
  state=present'
",0.8023135662078857,0.3987715414684611
1320,,data/repos/alain_mariathas/docker_role/tasks/main.yml,https://old-galaxy.ansible.com/alain_mariathas/docker_role,docker_role,name: download pip script,14,alain_mariathas,"get_url:
  url: https://bootstrap.pypa.io/pip/2.7/get-pip.py
  dest: /tmp/get-pip.py
when: ansible_distribution == ""CentOS""
","name: download pip script

Answer: get_url:
  url: https://bootstrap.pypa.io/get-pip.py
  dest: /tmp/get-pip.py
",0.9115636944770813,0.6612232211159311
1321,,data/repos/superky13/nagios/tasks/systemd.yml,https://old-galaxy.ansible.com/superky13/nagios,nagios,name: add the systemd nagios.service,17,superky13,"copy:
  src: files/nagios.service
  dest: /usr/lib/systemd/system/nagios.service
  owner: root
  group: root
","name: add the systemd nagios.service file

Answer: template: src=nagios.service dest=/etc/systemd/system/nagios.service
when: ansible_service_mgr =='systemd'
notify:
- restart nagios
",0.8323377370834351,0.34798682621105176
1322,MIT,data/repos/suzuki-shunsuke/docker_service-dep/tasks/main.yml,https://old-galaxy.ansible.com/suzuki-shunsuke/docker_service-dep,docker_service-dep,name: Install PyYAML,13,suzuki-shunsuke,"pip:
  name: PyYAML
become: '{{(ansible_env.HOME == ''/root'') | ternary(''no'', ''yes'')}}'
","name: Install PyYAML

Answer: pip:
  name: PyYAML
  state: present
  executable: pip2
",0.7586425542831421,0.3062768001467017
1323,MIT,data/repos/elnebuloso/php56/tasks/ubuntu16.yml,https://old-galaxy.ansible.com/elnebuloso/php56,php56,name: install php modules,28,elnebuloso,"apt: pkg= state=present update_cache=yes cache_valid_time=3600
with_items: ''
","name: install php modules

Answer: yum:
  name: ''
  state: latest
with_items: ''
",0.7488892078399658,0.3188940824741657
1324,"Apache-2.0-Short,Apache-2.0",data/repos/robertdebock/php_fpm/tasks/assert.yml,https://old-galaxy.ansible.com/robertdebock/php_fpm,php_fpm,name: assert | Test php_fpm_pm_max_children,111547,robertdebock,"ansible.builtin.assert:
  that:
  - php_fpm_pm_max_children is defined
  - php_fpm_pm_max_children is number
  - php_fpm_pm_max_children > 0
  quiet: true
","name: assert | Test php_fpm_pm_max_children

Answer: ansible.builtin.assert:
  that:
  - php_fpm_pm_max_children is defined
  - php_fpm_pm_max_children is number
  - php_fpm_pm_max_children > 0
  quiet: true
",0.9486703276634216,0.7433325813519276
1325,GPL-3.0-only,data/repos/albanandrieu/jmeter/tasks/jmeter.yml,https://old-galaxy.ansible.com/albanandrieu/jmeter,jmeter,name: jmeter | Extract archive jmeter plugins hadoop,602,albanandrieu,"unarchive: src=""{{ tempdir.stdout }}/JMeterPlugins-Hadoop-{{ jmeter_plugins_version
  }}.zip"" dest=""/usr/local/jmeter/apache-jmeter-{{ jmeter_version }}"" copy=no
when: jmeter_plugins_hadoop_download.changed and jmeter_plugins_hadoop_enabled
tags: jmeter_setup
become: true
","name: jmeter | Extract archive jmeter plugins hadoop

Answer: unarchive: src=""{{ tempdir.stdout }}/JMeterPlugins-ApacheCommonsLogging-{{ jmeter_plugins_version
  }}.zip"" dest=""/usr/local/jmeter/apache-jmeter-{{ jmeter_version }}"" copy=no
when: jmeter_plugins_hadoop_download.changed and jmeter_plugins_hadoop_enabled
tags: jmeter_setup
become: true
",0.9473100900650024,0.7697276388151806
1326,MIT,data/repos/cloud3rsio/yumrepo_mysql/8.0/tasks/main.yml,https://old-galaxy.ansible.com/cloud3rsio/yumrepo_mysql,yumrepo_mysql,name: Install mysql repo,16,cloud3rsio,"yum:
  name: https://dev.mysql.com/get/mysql80-community-release-el7-3.noarch.rpm
  state: present
when: ansible_distribution == ""Amazon"" or (ansible_distribution == ""CentOS"" and ansible_distribution_major_version
  == ""7"")
","name: Install mysql repo

Answer: become: true
ansible.builtin.apt_repository:
  repo: deb [arch=amd64,arm64,ppc64el] https://packages.microsoft.com/repos/azure-cli/  main
  state: present
when: ansible_os_family == ""Debian""
",0.7744598388671875,0.3785411732752895
1327,MIT,data/repos/darkwizard242/lens/tasks/install_debian.yml,https://old-galaxy.ansible.com/darkwizard242/lens,lens,name: Debian/Ubuntu Family | Downloading and installing lens,1525,darkwizard242,"ansible.builtin.apt:
  deb: https://api.k8slens.dev/binaries/Lens-2022.12.221341-latest.amd64.deb
  state: present
","name: Debian/Ubuntu Family | Downloading and installing lens

Answer: ansible.builtin.apt:
  deb: https://api.k8slens.dev/binaries/Lens-2022.12.221322-stable-linux-amd64.deb
  state: present
",0.9050885438919067,0.5495273562863393
1328,,data/repos/moinulhuq/ansible_apache/tasks/configure.yml,https://old-galaxy.ansible.com/moinulhuq/ansible_apache,ansible_apache,name: remove index file,1,moinulhuq,"file:
  path: /var/www/html//index.html
  state: absent
","name: remove index file

Answer: file:
  path: '{{ keycloak_dir }}/keycloak-{{ keycloak_version }}/standalone/configuration/standalone.xml'
  state: absent
",0.7474735975265503,0.2228262830798203
1329,,data/repos/openslides/openslides/tasks/main.yml,https://old-galaxy.ansible.com/openslides/openslides,openslides,"name: Create home directory for user openslides, npm needs it",53,openslides,"when: openslides_use_git
become: true
file:
  path: /home/openslides
  state: directory
  owner: openslides
","name: Create home directory for user openslides, npm needs it to be created
  ansible.builtin.file:
    path: /home/{{ openslides_system_user }}
    state: directory
    owner: openslides
    group: openslides
    mode: '0755'
",0.8256883025169373,0.38854012108816527
1330,MIT,data/repos/zal_ari/deploy_docker_compose/tasks/main.yml,https://old-galaxy.ansible.com/zal_ari/deploy_docker_compose,deploy_docker_compose,name: Remove remote docker stack,647,zal_ari,"shell: /usr/local/bin/docker-compose down --rmi all --remove-orphans
args:
  chdir: ''
when: remote_remove_only
","name: Remove remote docker stack

Answer: file:
  path: ''
  state: absent
when: remote_remove_only
",0.7458404302597046,0.4253942302444993
1331,,data/repos/cypreess/buildpack-node-app/tasks/workers/web.yml,https://old-galaxy.ansible.com/cypreess/buildpack-node-app,buildpack-node-app,name: Ensure a cron job to auto-renew the cert exists,223,cypreess,"cron: name=""daily auto renew  cert"" special_time=daily job=""/usr/local/bin/certbot-auto
  renew  --noninteractive --agree-tos --webroot --no-self-upgrade --quiet  --config-dir
  {{ application_home }}/config/ssl/ --logs-dir {{ application_home }}/log -w {{ application_home
  }}/www"" state=present
","name: Ensure a cron job to auto-renew the cert exists

Answer: cron:
  name: auto renew certbot cert
  special_time: daily
  job: /usr/bin/certbot renew -q
",0.7724623084068298,0.20107646809254331
1332,,data/repos/redhattelco/caretaker/caretaker/tasks/main.yml,https://old-galaxy.ansible.com/redhattelco/caretaker,caretaker,name: ENSURE THAT A LOCAL ARCHIVE PATH EXISTS,203,redhattelco,"file:
  path: /archived_configs
  state: directory
  mode: 511
delegate_to: ansible-1
run_once: true
become: true
","name: ENSURE THAT A LOCAL ARCHIVE PATH EXISTS ON THE HOST AND WILL BE USED BY THE
    APPLICATION
",0.6314226388931274,0.03934049683038353
1333,MIT,data/repos/sudoblock/envoyproxy/tasks/setup-Debian.yml,https://old-galaxy.ansible.com/sudoblock/envoyproxy,envoyproxy,name: Ensure dependencies are installed.,12,sudoblock,"apt:
  name:
  - apt-transport-https
  - ca-certificates
  - curl
  - gnupg-agent
  - software-properties-common
  state: present
","name: Ensure dependencies are installed.

Answer: apt:
  name:
  - apt-transport-https
  - ca-certificates
  - gnupg2
  - xz-utils
  state: present
",0.9002601504325867,0.6351080972419474
1334,,data/repos/uelei/python_setup_pyenv_pipx_poetry/tasks/main.yml,https://old-galaxy.ansible.com/uelei/python_setup_pyenv_pipx_poetry,python_setup_pyenv_pipx_poetry,name: Install commitizen,4,uelei,"when: commitizen_exists is failed
become_user: uelei
community.general.pipx:
  name: commitizen
","name: Install commitizen

Answer: pip:
  name: commitizen
  state: present
  executable: ''
  extra_args: --user
",0.7420631647109985,0.38478051842429273
1335,MIT,data/repos/kazoo-ansible/common/tasks/main.yml,https://old-galaxy.ansible.com/kazoo-ansible/common,common,name: Set Public IP Facts,99,kazoo-ansible,"publicip: null
","name: Set Public IP Facts

Answer: include: public-ip.yml
",0.7084442973136902,0.10905039213249462
1336,GPL-3.0-only,data/repos/ondrejhome/fast-vm-import-images/tasks/rhel6.yml,https://old-galaxy.ansible.com/ondrejhome/fast-vm-import-images,fast-vm-import-images,name: RHEL 6.9 UEFI,37,ondrejhome,"command: fast-vm import_image rhel-6.9-uefi /generated/6g__rhel-6.9-uefi.img.xz https://raw.githubusercontent.com/OndrejHome/fast-vm-public-images/master/rhel/xml/rhel-6.3-current-uefi.xml
  https://raw.githubusercontent.com/OndrejHome/fast-vm-public-images/master/rhel/hacks/6g_rhel-6-hacks-uefi.sh
args:
  creates: /dev//rhel-6.9-uefi
tags:
- rhel6_uefi
- rhel6_9_uefi
","name: RHEL 6.9 UEFI | Install RHEL 6.9 Base Packages

Answer: ansible.builtin.yum:
  name: ''
  state: present
when:
- ansible_os_family == ""RedHat""
- ansible_distribution_major_version == ""6""
- ansible_distribution_major_version == ""6"" or ansible_distribution_major_version
  == ""7""
",0.6929672956466675,0.06770012741546635
1337,,data/repos/dockpack/hardened7/tasks/main.yml,https://old-galaxy.ansible.com/dockpack/hardened7,hardened7,name: Add deny argument to auth pam_faillock preauth,618,dockpack,"when: pam_manage|bool
pamd:
  name: ''
  type: auth
  control: required
  module_path: pam_faillock.so
  module_arguments: preauth silent deny=5
  state: args_present
loop:
- system-auth
- password-auth
","name: Add deny argument to auth pam_faillock preauth deny before pam_unix.so

Answer: when: pam_manage|bool
pamd:
  name: ''
  type: auth
  control: sufficient
  module_path: pam_unix.so
  new_type: auth
  new_control: required
  new_module_path: pam_faillock.so
  module_arguments: preauth deny=5
  state: before
loop:
- system-auth
- password-auth
",0.8868457674980164,0.5496276169140327
1338,,data/repos/nabilbendafi/psptoolchain/tasks/binutils.yml,https://old-galaxy.ansible.com/nabilbendafi/psptoolchain,psptoolchain,name: Create build directory,47,nabilbendafi,"file:
  path: /tmp//binutils-2.22/build-psp
  state: directory
","name: Create build directory

Answer: ansible.builtin.file:
  path: /tmp/build
  state: directory
  mode: '0755'
",0.7861524820327759,0.38546975945549283
1339,"Apache-2.0-Short,Apache-2.0",data/repos/rolehippie/filebeat/tasks/main.yml,https://old-galaxy.ansible.com/rolehippie/filebeat,filebeat,name: Start filebeat service,17,rolehippie,"systemd:
  name: filebeat
  state: started
  daemon_reload: true
  masked: false
  enabled: true
tags:
- filebeat
","name: Start filebeat service

Answer: systemd:
  name: filebeat
  state: started
  daemon_reload: true
",0.8562975525856018,0.6805917738899668
1340,,data/repos/systemli/mumble/tasks/mumble.yml,https://old-galaxy.ansible.com/systemli/mumble,mumble,name: Check if murmurd is already installed.,699,systemli,"ansible.builtin.stat:
  path: /usr/sbin/murmurd
register: murmurd_installed
","name: Check if murmurd is already installed.

Answer: command: dpkg -s murmurhash
register: murmur_check
ignore_errors: true
changed_when: false
",0.7042715549468994,0.2410755136921425
1341,GPL-3.0-only,data/repos/adfinis-sygroup/network/tasks/configuration.yml,https://old-galaxy.ansible.com/adfinis-sygroup/network,network,name: do not accept ipv6 default routes,2874,adfinis-sygroup,"template:
  src: etc/sysctl.d/network_ipv6_ra.conf.j2
  dest: /etc/sysctl.d/network_ipv6_ra.conf
  owner: root
  group: root
  mode: 420
  seuser: system_u
  serole: object_r
  setype: etc_t
  selevel: s0
notify:
- network reload sysctl
","name: do not accept ipv6 default routes

Answer: become: true
sysctl:
  name: net.ipv6.conf.all.accept_source_route
  value: 0
  sysctl_set: true
",0.7304484248161316,0.18030109649287512
1342,"Apache-2.0-Short,Apache-2.0",data/repos/robdyke/java/tasks/common.yml,https://old-galaxy.ansible.com/robdyke/java,java,name: Install Oracle Java redis package sha256sum (local),34,robdyke,"tags: java
local_action: template src=sha256sum.j2 dest=/usr/local/src/ansible/data/java.sha256sum
","name: Install Oracle Java redis package sha256sum (local)

Answer: local_action:
  module: apt
  name: ''
  state: present
with_items:
- oracle-java8-installer
- redis-server
- redis-tools
when:
- java_type == ""Oracle""
- java_version == ""8""
",0.7169625163078308,0.1657748250901146
1343,MIT,data/repos/aerogear/ansible_openshift_origin_client_tools/tasks/main.yml,https://old-galaxy.ansible.com/aerogear/ansible_openshift_origin_client_tools,ansible_openshift_origin_client_tools,name: link,295,aerogear,"become: 'true'
become_user: root
with_items:
- oc
file:
  src: '{{oc_install_parent_dir}}/{{oc_name}}/'
  dest: /usr/local/bin/
  state: link
  force: 'false'
","name: link to the node-red installation

Answer: file:
  src: /opt/node-red
  dest: /usr/local/node-red
  state: link
when: not node_red_install_check.stat.exists
",0.7740024328231812,0.4305744586935823
1344,,data/repos/scorsair/keycloak_ha_cluster/tasks/main.yml,https://old-galaxy.ansible.com/scorsair/keycloak_ha_cluster,keycloak_ha_cluster,"name: Ensure group ""keycloak"" exists",21,scorsair,"group:
  name: keycloak
  state: present
","name: Ensure group ""keycloak"" exists

Answer: group:
  name: keycloak
  state: present
",0.8857970833778381,0.46184264743038406
1345,GPL-3.0-only,data/repos/ehime/packer-rhel/tasks/main.yml,https://old-galaxy.ansible.com/ehime/packer-rhel,packer-rhel,name: Configure SSH daemon.,75,ehime,"lineinfile:
  dest: /etc/ssh/sshd_config
  regexp: ''
  line: ''
  state: present
with_items:
- regexp: ^UseDNS
  line: UseDNS no
- regexp: ^GSSAPIAuthentication
  line: GSSAPIAuthentication no
","name: Configure SSH daemon.

Answer: lineinfile:
  dest: /etc/ssh/sshd_config
  regexp: ''
  line: ''
  state: present
with_items:
- regexp: ^UseDNS
  line: UseDNS no
- regexp: ^GSSAPIAuthentication
  line: GSSAPIAuthentication no
",0.9608322381973267,0.8387757623657687
1346,,data/repos/ypsman/cleanup/tasks/main.yml,https://old-galaxy.ansible.com/ypsman/cleanup,cleanup,name: clean /var/tmp,1560,ypsman,"shell: rm -rvf /var/tmp/*
","name: clean /var/tmp/cache

Answer: shell: rm -rf /var/tmp/cache/*
",0.867457926273346,0.32424031155721633
1347,,data/repos/a10/acos_axapi/ansible/roles/slb_template/tasks/test_slb_template_http.yml,https://old-galaxy.ansible.com/a10/acos_axapi,acos_axapi,name: Create slb template http for acos,33612,a10,"a10.acos_axapi.a10_slb_template_http:
  name: template-http
  request_header_insert_list:
  - request_header_insert: X-Protocol-Port:https 443
  - request-header-insert: TrackSSL:ON
  response_header_insert_list:
  - response-header-insert: alt-svc:h3 443
  keep_client_alive: 1
  compression_content_type:
  - content_type: image/jpeg
  - content_type: video/mp4
  - content_type: audio/mp3
  compression_enable: 1
  compression_level: 8
  compression_keep_accept_encoding: 1
  compression_keep_accept_encoding_enable: 1
register: template_http
","name: Create slb template http for acos

Answer: a10.acos_axapi.a10_slb_template_http:
  name: template-http
  force_delete_timeout: 10
  del_session_on_server_down: 1
  re_select_if_server_down: 1
  reset_fwd: 1
  reset_rev: 1
  idle_timeout: 60
  half_close_idle_timeout: 100
  initial_window_size: 65535
register: template_http
",0.7396988868713379,0.26649733415013377
1348,GPL-3.0-only,data/repos/supertarto/planning_biblio/tasks/main.yml,https://old-galaxy.ansible.com/supertarto/planning_biblio,planning_biblio,name: Clone Planning-biblio git repository,12,supertarto,"git:
  repo: https://github.com/PlanningBiblio/PlanningBiblio.git
  dest: /var/www/planning/
  version: 19.10.xx
  separate_git_dir: /usr/local/planning-biblio-git
  force: true
when: not planning_git_dir.stat.exists or planning_force_update
","name: Clone Planning-biblio git repository

Answer: git:
  repo: https://github.com/ITBeard/Planning-Biblio
  dest: '{{ library_path }}/planning-biblio'
  clone: true
  update: false
  version: master
",0.84259432554245,0.46785857890410665
1349,,data/repos/dereulenspiegel/alfred-json/tasks/main.yml,https://old-galaxy.ansible.com/dereulenspiegel/alfred-json,alfred-json,name: Cmake alfred-json,17,dereulenspiegel,"shell: cmake /usr/src/alfred-json
args:
  chdir: /usr/src/alfred-json-build
","name: Cmake alfred-json-converter alfred-workflow-converter cask-helper

Answer: cask:
  name: ''
  state: present
with_items:
- alfred
- cask-helper
- google-chrome-canary
- pycharm-ce
- pycharm-ce-build
when: ansible_system == 'Darwin'
",0.7445912957191467,0.15022609254187316
1350,,data/repos/evogalaxy/evomaintenance/tasks/main.yml,https://old-galaxy.ansible.com/evogalaxy/evomaintenance,evomaintenance,name: list users with a shell,9,evogalaxy,"shell: 'cat /etc/passwd | grep -vE ""^root:""  | grep -E "":/[^:]+sh$"" | cut -d: -f6'
changed_when: false
check_mode: false
register: home_of_shell_users
","name: list users with a shell

Answer: oracle_user:
  service_name: XEPDB1
  username: SYS
  password: password
  mode: sysdba
  schema_name: foo
  state: present
register: _
failed_when: _.failed or'shell' not in _.ddls[0]
",0.657158374786377,0.23260595830648473
1351,"Apache-2.0-Short,Apache-2.0",data/repos/robertdebock/zabbix_proxy/tasks/assert.yml,https://old-galaxy.ansible.com/robertdebock/zabbix_proxy,zabbix_proxy,name: assert | Test zabbix_proxy_database_port,516,robertdebock,"ansible.builtin.assert:
  that:
  - zabbix_proxy_database_port is defined
  - zabbix_proxy_database_port is number
  - zabbix_proxy_database_port > 0
  - zabbix_proxy_database_port < 65536
  quiet: true
","name: assert | Test zabbix_proxy_database_port

Answer: ansible.builtin.assert:
  that:
  - zabbix_proxy_database_port is defined
  - zabbix_proxy_database_port is number
  - zabbix_proxy_database_port > 0
  - zabbix_proxy_database_port < 65536
  quiet: true
",0.9570416212081909,0.7825196021298163
1352,MIT,data/repos/escalate/loki/tasks/main.yml,https://old-galaxy.ansible.com/escalate/loki,loki,name: Create application user,161,escalate,"ansible.builtin.user:
  name: loki
  uid: 10500
  group: root
  create_home: false
  shell: /sbin/nologin
","name: Create application user

Answer: user:
  name: hawtio
  home: /home/{{ hawtio_user_name }}
  system: true
  state: present
",0.7509313821792603,0.2699903801936576
1353,MIT,data/repos/andrewrothstein/vagrant-proxyconf/tasks/main.yml,https://old-galaxy.ansible.com/andrewrothstein/vagrant-proxyconf,vagrant-proxyconf,name: install plugin,14,andrewrothstein,"command: vagrant plugin install vagrant-proxyconf
","name: install plugin prerequisites for Debian family

Answer: apt: pkg= state=present
with_items:
- libssl-dev
- libreadline-dev
- libsqlite3-dev
- sqlite3
",0.6840339303016663,0.12035619982090415
1354,,data/repos/soccermafia89/filesystem-setup/tasks/filesystem-setup.yml,https://old-galaxy.ansible.com/soccermafia89/filesystem-setup,filesystem-setup,name: Label Root Volume,17,soccermafia89,"command: /bin/bash -c ""e2label /dev/ 'rootfs'""
become: true
","name: Label Root Volume as boot volume

Answer: command: gparted --label=root --set 1 /boot
become: true
",0.7767415642738342,0.29466051684279965
1355,MIT,data/repos/webarchitect609/ansible_role_supervisor/tasks/main.yml,https://old-galaxy.ansible.com/webarchitect609/ansible_role_supervisor,ansible_role_supervisor,name: Ensure Supervisor is started (if configured).,118,webarchitect609,"service:
  name: supervisord
  state: started
when: supervisor_started
","name: Ensure Supervisor is started (if configured).

Answer: service:
  name: supervisord
  state: started
when: supervisor_started
",0.888178825378418,0.5325176731500167
1356,"Apache-2.0-Short,Apache-2.0",data/repos/robertdebock/dnsmasq/tasks/assert.yml,https://old-galaxy.ansible.com/robertdebock/dnsmasq,dnsmasq,name: assert | Test dnsmasq_dnssec_check_unsigned,16332,robertdebock,"ansible.builtin.assert:
  that:
  - dnsmasq_dnssec_check_unsigned is defined
  - dnsmasq_dnssec_check_unsigned is boolean
  quiet: true
","name: assert | Test dnsmasq_dnssec_check_unsigned

Answer: ansible.builtin.assert:
  that:
  - dnsmasq_dnssec_check_unsigned is defined
  - dnsmasq_dnssec_check_unsigned is boolean
  quiet: true
",0.9503835439682007,0.6950780263752275
1357,,data/repos/jefersonfarias/elasticsearch/tasks/main.yml,https://old-galaxy.ansible.com/jefersonfarias/elasticsearch,elasticsearch,name: Create elasticsearch log,1,jefersonfarias,"template: src=logging.yml.j2 dest=""/etc/elasticsearch/logging.yml"" owner=root group=root
  mode=0644
tags:
- config
notify:
- restart elasticsearch
","name: Create elasticsearch log directory

Answer: file:
  path: ''
  state: directory
  owner: elasticsearch
  group: elasticsearch
  mode: 511
with_items:
- /var/log/elasticsearch
",0.7823792099952698,0.34739846739655195
1358,"Apache-2.0-Short,Apache-2.0",data/repos/robertdebock/memcached/tasks/assert.yml,https://old-galaxy.ansible.com/robertdebock/memcached,memcached,name: assert | Test memcached_port,259,robertdebock,"ansible.builtin.assert:
  that:
  - memcached_port is defined
  - memcached_port is number
  - memcached_port > 0
  - memcached_port < 65536
  quiet: true
","name: assert | Test memcached_port

Answer: ansible.builtin.assert:
  that:
  - memcached_port is defined
  - memcached_port is number
  - memcached_port > 0
  - memcached_port < 65536
  quiet: true
",0.9484679698944092,0.7772070267162898
1359,GPL-3.0-only,data/repos/ftao/certified/tasks/main.yml,https://old-galaxy.ansible.com/ftao/certified,certified,name: install certified,34,ftao,"apt: pkg=certified state=present
","name: install certified software

Answer: become: true
become_user: root
package:
  name: ca-certificates
  state: present
",0.7433905601501465,0.1784193191009167
1360,,data/repos/alvarobacelar/ansible_toolkit_dev/tasks/chrome.yml,https://old-galaxy.ansible.com/alvarobacelar/ansible_toolkit_dev,ansible_toolkit_dev,name: install google chrom,17,alvarobacelar,"apt:
  name: google-chrome-stable
  state: present
  update_cache: true
","name: install google chromium browser

Answer: apt:
  name: google-chrome-stable
  state: present
",0.8765802383422852,0.5578399324943604
1361,,data/repos/mdmoqaddas/kubernetesclusture/ec2instance/tasks/launch_instances.yml,https://old-galaxy.ansible.com/mdmoqaddas/kubernetesclusture,kubernetesclusture,name: Launching the Master over AWS  ec2 instance,18,mdmoqaddas,"ec2:
  key_name: 2021_key
  instance_type: t2.micro
  image: ami-08e0ca9924195beba
  count: '1'
  assign_public_ip: true
  region: ap-south-1
  vpc_subnet_id: subnet-a96175c1
  instance_tags: '{''Name'': ''Master Node''}'
  group: sg_for_k8s_clusture
","name: Launching the Master over AWS  ec2 instance

Answer: shell: cd {{ ansible_env.HOME }}/nagios/nagios-{{ nagios_version }} &&./configure
  --with-command-group=nagcmd -with-httpd_conf=/etc/apache2/conf-available --with-nagios-user=nagios
  creates={{ ansible_env.HOME }}/nagios/nagios-{{ nagios_version }}/Makefile
",0.6562869548797607,0.1589304041370363
1362,,data/repos/sourcejedi/google_chrome_remove/tasks/remove-yum-repo.yml,https://old-galaxy.ansible.com/sourcejedi/google_chrome_remove,google_chrome_remove,name: Check for repo,6,sourcejedi,"shell: 'REPO_FILE=""/etc/yum.repos.d/.repo"" &&

  test -f ""$REPO_FILE"" &&

  grep -F ""^\s*[]"" ""$REPO_FILE""

  '
check_mode: false
changed_when: false
register: repo_file
failed_when: repo_file.rc not in [0, 1] or repo_file.stderr != """"
","name: Check for repo file

Answer: stat:
  path: /usr/local/etc/pkg/repos/.conf
register: repo_file
",0.7605840563774109,0.12518137993281844
