,input,output,org_name,repo_name,license,path,download_link,download_count,starcoder-response,codebertscore,bleuscore
1217,name: enable passwordless sudo for shutdown command,"lineinfile:
  dest: /etc/sudoers
  state: present
  line: 'tinypilot ALL=(ALL) NOPASSWD: /sbin/shutdown'
",verseczi,tinypilot,MIT,data/repos/verseczi/tinypilot/tasks/main.yml,https://old-galaxy.ansible.com/verseczi/tinypilot,23,"name: enable passwordless sudo for shutdown command

Answer: become: true
lineinfile:
  dest: /etc/sudoers
  line: '#includedir /etc/sudoers.d'
  regexp: ^#includedir /etc/sudoers.d
  state: present
",0.7952025532722473,0.3513213770708615
1218,name: assert | Test moodle_data_directory,"ansible.builtin.assert:
  that:
  - moodle_data_directory is defined
  - moodle_data_directory is string
  - moodle_data_directory is not none
  quiet: true
",robertdebock,moodle,"Apache-2.0-Short,Apache-2.0",data/repos/robertdebock/moodle/tasks/assert.yml,https://old-galaxy.ansible.com/robertdebock/moodle,181,"name: assert | Test moodle_data_directory

Answer: ansible.builtin.assert:
  that:
  - moodle_data_directory is defined
  - moodle_data_directory is string
  - moodle_data_directory is not none
  quiet: true
",0.9460741281509399,0.7530182069628764
1219,name: grpcurl is executable,"file:
  path: /usr/local/bin/grpcurl
  mode: a+x
",heriet,grpcurl,"Apache-2.0-Short,Apache-2.0",data/repos/heriet/grpcurl/tasks/install.yml,https://old-galaxy.ansible.com/heriet/grpcurl,68,"name: grpcurl is executable

Answer: file:
  path: /usr/local/bin/grpcurl
  mode: 493
  owner: root
  group: root
",0.8633820414543152,0.3928455526223811
1220,name: Starting the NTP Service,"service: name=ntpd state=started enabled=yes
",diptajeet,install-configure-ntp,,data/repos/diptajeet/install-configure-ntp/roles/ntp/tasks/main.yml,https://old-galaxy.ansible.com/diptajeet/install-configure-ntp,11,"name: Starting the NTP Service

Answer: service: name=ntpd state=started enabled=yes
",0.8819712400436401,0.5208326421137127
1221,name: ensure docker-py module is installed,"pip:
  name: docker-py
  version: 1.9.0
when: dockerpy
",nerab,docker,,data/repos/nerab/docker/tasks/main.yml,https://old-galaxy.ansible.com/nerab/docker,19,"name: ensure docker-py module is installed

Answer: pip:
  name: docker-py
  state: present
",0.7961942553520203,0.3674893277971844
1222,name: Sync up IP addresses of all Consul servers,"lineinfile:
  dest: /etc/hosts
  regexp: .*$
  line: ' '
  state: present
become: true
become_user: root
with_items: ''
",jeantsai,ansible_role_consul,GPL-3.0-only,data/repos/jeantsai/ansible_role_consul/tasks/install.yml,https://old-galaxy.ansible.com/jeantsai/ansible_role_consul,16,"name: Sync up IP addresses of all Consul servers

Answer: shell: 'for server in `{{ consul_service_name }}_consul{{ consul_node_type }}.{{
  consul_domain }}`; do

  for iface in `ip addr | grep ''scope global'' | awk ''{print $2}''`; do

  ip addr add 127.0.0.1/8 dev $iface

  done

  done

  '
when: consul_node_type == ""client""
",0.6345678567886353,0.067263290054407
1223,name: make ngx_pagespeed cache files folder,"file: path= state=directory recurse=yes owner=root group=root mode=0755
with_items:
- /var/cache/pagespeed
",hyperfocus1337,ansible_nginx_role,,data/repos/hyperfocus1337/ansible_nginx_role/tasks/compile/after-compile.yml,https://old-galaxy.ansible.com/hyperfocus1337/ansible_nginx_role,9,"name: make ngx_pagespeed cache files folder

Answer: file:
  path: /var/ngx_pagespeed/cache
  state: directory
  owner: root
  group: root
  mode: 493
",0.8101281523704529,0.37604717039371954
1224,name: Provisioning EC2 instance,"ec2:
  key_name: Key
  image: ami-08e0ca9924195beba
  instance_type: t2.micro
  region: ap-south-1
  wait: true
  group: ALL Traffic
  instance_tags: '{''Name'': ''Instance''}'
  count: '1'
",rohitraut3366,ec2_instance,,data/repos/rohitraut3366/ec2_instance/tasks/main.yml,https://old-galaxy.ansible.com/rohitraut3366/ec2_instance,10,"name: Provisioning EC2 instance

Answer: include: ec2.yml
when:
- ansible_connection not in [ ""container"", ""docker"", ""community.docker.docker"" ]
- aws_ec2_state in [ ""present"", ""image"" ]
",0.659923791885376,0.17899099291591217
1225,name: Determine if Atomic,"stat:
  path: /run/ostree-booted
register: os_tree_check
changed_when: false
check_mode: false
",galexrt,common-facts,"Apache-2.0-Short,Apache-2.0",data/repos/galexrt/common-facts/tasks/main.yml,https://old-galaxy.ansible.com/galexrt/common-facts,136,"name: Determine if Atomic

Answer: stat:
  path: /usr/bin/atomic
register: atomic
",0.7659050822257996,0.32227632253070015
1226,name: Inicia e ativa na inicializacao o servico httpd,"when: ansible_os_family == ""RedHat""
systemd:
  name: httpd
  state: started
  enabled: true
tags: web
",barbarabranco,webserver_ansible,,data/repos/barbarabranco/webserver_ansible/tasks/install.yml,https://old-galaxy.ansible.com/barbarabranco/webserver_ansible,20,"name: Inicia e ativa na inicializacao o servico httpd

Answer: service:
  name: httpd
  state: started
  enabled: true
",0.7627261877059937,0.475597817461936
1227,name: Write static config,"notify:
- Reload traefik
template:
  src: static.j2
  dest: /etc/traefik/static.yml
  owner: root
  group: root
  mode: u=rw,g=r,o=r
tags:
- traefik
",rolehippie,traefik,"Apache-2.0-Short,Apache-2.0",data/repos/rolehippie/traefik/tasks/main.yml,https://old-galaxy.ansible.com/rolehippie/traefik,25,"name: Write static config

Answer: template:
  src: static.conf.j2
  dest: /etc/nginx/conf.d/static.conf
  owner: root
  group: root
  mode: 420
notify: Restart nginx
",0.8366506099700928,0.5689492759072167
1228,name: Change ownership of generic key file if no custom is used,"file:
  path: /etc/prosody/certs/localhost.key
  owner: root
  group: prosody
  mode: 416
when: prosody_proxy_ssl_cert is undefined
",sv0,prosody,,data/repos/sv0/prosody/tasks/main.yml,https://old-galaxy.ansible.com/sv0/prosody,7,"name: Change ownership of generic key file if no custom is used

Answer: file:
  path: /etc/pki/docker/server_key.pem
  owner: root
  group: docker
  state: file
when: not docker_register_server_cert_key.stat.exists
",0.7835168838500977,0.32054262632242786
1229,name: Env absent /etc/profile,"lineinfile:
  dest: /etc/profile
  regexp: ^PATH=
  state: absent
",tinygg,ansible_cdh_offline,MIT,data/repos/tinygg/ansible_cdh_offline/tasks/install_JDK.yml,https://old-galaxy.ansible.com/tinygg/ansible_cdh_offline,22,"name: Env absent /etc/profile.d/maven.sh

Answer: stat:
  path: /etc/profile.d/maven.sh
register: maven_profile
",0.7664331793785095,0.3002045677047747
1230,name: Run cooldown script,"command: /tmp/_cooldown.sh
delegate_to: localhost
changed_when: false
when: do_reboot == true
",trondhindenes,win_reboot,,data/repos/trondhindenes/win_reboot/tasks/main.yml,https://old-galaxy.ansible.com/trondhindenes/win_reboot,185,"name: Run cooldown script

Answer: shell: bash /tmp/run_cooldown.sh
args:
  executable: /bin/bash
when:
- run_cooldown | bool
- cooldown_time | length > 0
",0.7580461502075195,0.21348864446401702
1231,name: Set up wp-config,"template:
  src: files/wp-config.php.j2
  dest: /var/www//wordpress/wp-config.php
tags:
- wordpress
",jerrysabu,ansible_role_wordpressinstall,,data/repos/jerrysabu/ansible_role_wordpressinstall/tasks/main.yml,https://old-galaxy.ansible.com/jerrysabu/ansible_role_wordpressinstall,1,"name: Set up wp-config.php

Answer: template:
  src: wp-config.php.j2
  dest: /var/www/html/wp-config.php
  owner: root
  group: root
  mode: 420
",0.8684857487678528,0.4654006394009675
1232,name: Create NiFi Registry symlink,"file:
  src: nifi-registry-0.4.0
  path: /opt/nifi-registry/releases/current
  state: link
  owner: nifireg
  group: nifireg
",cavemandaveman,nifi_registry,GPL-3.0-only,data/repos/cavemandaveman/nifi_registry/tasks/install.yml,https://old-galaxy.ansible.com/cavemandaveman/nifi_registry,66,"name: Create NiFi Registry symlink

Answer: ansible.builtin.file:
  src: '{{ nifi_registry_base_dir }}/nifi-registry-{{ nifi_registry_version }}'
  dest: '{{ nifi_registry_base_dir }}/nifi-registry'
  state: link
  owner: root
  group: root
  mode: 493
notify:
- Restart NiFi Registry
",0.8106995820999146,0.3073961176916707
1233,name: Directories Exists | nginx,"file:
  state: directory
  path: ''
  owner: www-data
  group: www-data
  mode: 436
with_items:
- /etc/nginx/sites-enabled
- /etc/nginx/sites-available
tags:
- directory-structure
- security-concern
- deployment
- autodeploy
",telus,autodeploy,MIT,data/repos/telus/autodeploy/tasks/proxy-with-nginx.yml,https://old-galaxy.ansible.com/telus/autodeploy,1487,"name: Directories Exists | nginx

Answer: file:
  path: /etc/nginx/sites-available/
  state: directory
  owner: root
  group: root
  mode: 493
with_items: ''
when: nginx_sites is defined
",0.8134393692016602,0.5249119173143432
1234,name: Change ufw forward policy to ACCEPT,"command: sed -i 's/DEFAULT_FORWARD_POLICY=""DROP""/DEFAULT_FORWARD_POLICY=""ACCEPT""/g'
  /etc/default/ufw
when: docker_listen_tcp == True
",ansibleshipyard,docker,"Apache-2.0-Short,Apache-2.0",data/repos/ansibleshipyard/docker/tasks/Debian.yml,https://old-galaxy.ansible.com/ansibleshipyard/docker,56,"name: Change ufw forward policy to ACCEPT

Answer: ufw:
  policy: ACCEPT
  state: enabled
when: acme_allow_forward
",0.7109341025352478,0.1418658710304198
1235,"name: Install ""pip{{ python_version }}"" devel.","when: pip_version_is_installed | failed
command: python{{ python_version }}.{{ python_subversion }} /tmp/get_pip.py creates=/usr/local/bin/pip
",adriangprado,common,,data/repos/adriangprado/common/tasks/install_pip.yml,https://old-galaxy.ansible.com/adriangprado/common,27,"name: Install ""pip{{ python_version }}"" devel.

Answer: package:
  name: python3-pip
  state: present
when: python_pip_install_devel
",0.767081618309021,0.4201022464506187
1236,name: Configure sshd,"template: src=../files//sshd_config.j2 dest=/etc/ssh/sshd_config
when: ansible_distribution == 'CentOS' or ansible_distribution == 'Debian'
notify:
- Restart sshd
",nainterceptor,common,,data/repos/nainterceptor/common/tasks/main.yml,https://old-galaxy.ansible.com/nainterceptor/common,279,"name: Configure sshd

Answer: template:
  src: etc/ssh/sshd_config.j2
  dest: /etc/ssh/sshd_config
  owner: root
  group: root
  mode: 420
  seuser: system_u
  serole: object_r
  setype: etc_t
  selevel: s0
notify:
- Reload sshd
",0.7882736325263977,0.32716729377422255
1237,name: set file permissions,"file:
  path: /var/www/clipbucket
  owner: '{{ php_fpm_pool_user }}'
  group: '{{ php_fpm_pool_group }}'
  recurse: true
  state: directory
when: copy_source.changed
",mtlynch,clipbucket,"Apache-2.0-Short,Apache-2.0",data/repos/mtlynch/clipbucket/tasks/main.yml,https://old-galaxy.ansible.com/mtlynch/clipbucket,117,"name: set file permissions

Answer: file:
  path: /opt/cerebro-0.8.2
  owner: elasticsearch
  group: elasticsearch
  recurse: true
",0.7865387797355652,0.3532780309401027
1238,name: Create directory - local | FILE,"file:
  owner: cmkagent
  group: cmkagent
  mode: 448
  path: /home/{{ install_check_mk_agent_user }}/local
  state: directory
tags:
- install-check-mk-agent
",kso512,install_check_mk_agent,GPL-2.0,data/repos/kso512/install_check_mk_agent/tasks/RedHat-tasks.yml,https://old-galaxy.ansible.com/kso512/install_check_mk_agent,254,"name: Create directory - local | FILES

Answer: become: true
file:
  path: ''
  state: directory
  mode: ''
  owner: ''
  group: ''
with_items:
- /opt/stackdriver/collectd/etc/collectd.d
- /opt/stackdriver/collectd/etc/collectd.d.d
- /opt/stackdriver/collectd/etc/collectd.d/managed
- /opt/stackdriver/collectd/lib/collectd/collectd.rrdtool.d
- /opt/stackdriver/collectd/log
- /opt/stackdriver/collectd/etc/collectd.d/managed/managed.conf
tags:
- stackdriver-collectd-install
",0.7494356632232666,0.18766871436641175
1239,name: Copy database dump,"copy: src= dest=/tmp
",gwenlei,wordpress-wordpress,,data/repos/gwenlei/wordpress-wordpress/tasks/db_import.yml,https://old-galaxy.ansible.com/gwenlei/wordpress-wordpress,48,"name: Copy database dump

Answer: copy:
  src: ''
  dest: ''
  remote_src: true
when:
- mariadb_dump_file!= """"
- mariadb_database!= """"
",0.6616365313529968,0.08074532880305985
1240,name: Install MariaDB 10 Server and Client,"sudo: true
apt: pkg= state=present
with_items:
- mariadb-server
- mariadb-client
",craigmj,mariadb10,,data/repos/craigmj/mariadb10/tasks/main.yml,https://old-galaxy.ansible.com/craigmj/mariadb10,85,"name: Install MariaDB 10 Server and Client

Answer: apt:
  name: ''
  state: present
with_items:
- mariadb-server=10.1*
- mariadb-client=10.1*
",0.8526416420936584,0.4323416946144369
1241,name: check /var/lib/prometheus directory existense,"file:
  path: /var/lib/prometheus
  state: directory
",chubock,prometheus,,data/repos/chubock/prometheus/tasks/main.yml,https://old-galaxy.ansible.com/chubock/prometheus,10,"name: check /var/lib/prometheus directory existense

Answer: file:
  path: /var/lib/prometheus
  state: directory
  owner: prometheus
  group: prometheus
  mode: u=rwx,g=rx,o=
",0.8249974846839905,0.29506543074604086
1242,name: ufw - disable IN on all other ports from any host/port,"action: ufw direction=in rule=deny log=yes
",wahidsadik,ansible_role_harden_centos,MIT,data/repos/wahidsadik/ansible_role_harden_centos/tasks/ufw.yml,https://old-galaxy.ansible.com/wahidsadik/ansible_role_harden_centos,16,"name: ufw - disable IN on all other ports from any host/port

Answer: become: true
command: 'ufw disable '
with_items:
- IN
- IN6
- OUT
- OUT6
- POSTROUTING
- CERTIFY
- MASQUERADE
- REJECT
notify:
- restart ufw
",0.6652277112007141,0.05976176925514056
1243,name: set postfix hostname,"lineinfile:
  path: /etc/postfix/main.cf
  regexp: ^myhostname.*
  line: 'myhostname = '
notify: restart postfix
",e1mo,mailman,GPL-3.0-only,data/repos/e1mo/mailman/tasks/postfix.yml,https://old-galaxy.ansible.com/e1mo/mailman,31,"name: set postfix hostname

Answer: hostname:
  name: '{{ ansible_fqdn }}'
",0.7506301403045654,0.25874758856013497
1244,name: Ensure kibana's htpasswd file is in place,"copy: src=htpasswd dest=/var/www/htpasswd mode=0644 owner=root group=root
",rahulnatarajan,kibana-install,MIT,data/repos/rahulnatarajan/kibana-install/tasks/main.yml,https://old-galaxy.ansible.com/rahulnatarajan/kibana-install,20,"name: Ensure kibana's htpasswd file is in place

Answer: template:
  src: kibana.htpasswd.j2
  dest: /etc/kibana4/kibana.htpasswd
  owner: root
  group: root
  mode: 384
notify: restart kibana
",0.7903860211372375,0.21115114481787667
1245,name: Install firewalld,"ansible.builtin.package:
  name: firewalld
",sleif,firewalld,MIT,data/repos/sleif/firewalld/tasks/main.yml,https://old-galaxy.ansible.com/sleif/firewalld,31,"name: Install firewalld

Answer: yum:
  name: firewalld
  state: present
when: ansible_os_family == ""RedHat""
",0.7586031556129456,0.24518459542942966
1246,name: allow all pg servers to interconnect for replication,"sudo: true
lineinfile: 'dest={{postgresql_conf_directory}}/pg_hba.conf line=""host  replication  all  0.0.0.0/0  trust""
  regexp=''^host  replication  all.*$''

  '
",npm,pg-failover,,data/repos/npm/pg-failover/tasks/main.yml,https://old-galaxy.ansible.com/npm/pg-failover,1041,"name: allow all pg servers to interconnect for replication

Answer: sudo: true
lineinfile: 'dest={{postgresql_conf_directory}}/postgresql.conf line=""wal_level =
  ''hot_standby''"" regexp=''^wal_level.*$''

  '
",0.838575541973114,0.5538696232597744
1247,name: system_02_file_system | Creating LV_CONFIG_01 volume,"lvol:
  vg: VG_DATA
  lv: LV_CONFIG_01
  size: 10g
  force: true
",doraken,sys_02_fs_1,MIT,data/repos/doraken/sys_02_fs_1/tasks/FS_CONFIG.yml,https://old-galaxy.ansible.com/doraken/sys_02_fs_1,27,"name: system_02_file_system | Creating LV_CONFIG_01 volume group

Answer: lvg:
  vg: LV_CONFIG_01
  pvs: /dev/mapper/LV_DATA_01
  state: present
",0.7802093029022217,0.24868440640045006
1248,"name: Create ""/var/www"" directory","file:
  path: /var/www
  state: directory
",opsta,pdns_admin,MIT,data/repos/opsta/pdns_admin/tasks/powerdns_install.yml,https://old-galaxy.ansible.com/opsta/pdns_admin,518,"name: Create ""/var/www"" directory

Answer: file:
  path: /var/www
  state: directory
  owner: www-data
  group: www-data
  mode: 493
",0.8301149606704712,0.3078785137152337
1249,name: Remove default nginx vhost config file (if configured).,"file:
  path: /etc/nginx/conf.d/default.conf
  state: absent
when: nginx_remove_default_vhost
notify: restart nginx
",wosg-virtualenv,nginx,,data/repos/wosg-virtualenv/nginx/tasks/vhosts.yml,https://old-galaxy.ansible.com/wosg-virtualenv/nginx,6,"name: Remove default nginx vhost config file (if configured).

Answer: file:
  path: /etc/nginx/sites-enabled/default
  state: absent
when: nginx_default_vhost_file is defined
notify: Restart nginx
",0.8881869316101074,0.5043743064704773
1250,"name: Copy custom logback cluster.xml over the default one, if present","shell: cp  /opt/storm/current/logback/cluster.xml
when: storm_cluster_logback_xml is defined
",leobueno,storm,,data/repos/leobueno/storm/tasks/configure.yml,https://old-galaxy.ansible.com/leobueno/storm,25,"name: Copy custom logback cluster.xml over the default one, if present

Answer: copy:
  src: ''
  dest: /opt/monasca/logback/cluster.xml
  owner: monasca
  group: monasca
  mode: 416
when: logback_custom_cluster_xml is defined
",0.8391984701156616,0.2991240815707655
1251,name: install python-pip,"command: python2.7 /tmp/get-pip.py
when: ansible_distribution == ""CentOS""
",yellow_carpet,docker_role,,data/repos/yellow_carpet/docker_role/tasks/main.yml,https://old-galaxy.ansible.com/yellow_carpet/docker_role,10,"name: install python-pip

Answer: apt:
  name: python-pip
  state: present
",0.7799146175384521,0.20638012633051175
1252,name: Update apt cache,"ansible.builtin.apt:
  update_cache: true
",redirectionio,nginx_module,MIT,data/repos/redirectionio/nginx_module/tasks/pkg-debian.yml,https://old-galaxy.ansible.com/redirectionio/nginx_module,106,"name: Update apt cache

Answer: apt:
  update_cache: true
when: ansible_os_family == ""Debian""
",0.7802582383155823,0.33992576327631907
1253,name: Test BGP - fast-external-failover,"cnos_bgp: host= username=  password= deviceType= outputfile=./results/cnos_bgp__output.txt
  asNum='' bgpArg1=''
with_items: '{''asNum'': 33, ''bgpArg1'': ''fast-external-failover''}'
",community,network,,data/repos/community/network/integration/targets/cnos_bgp/tasks/main.yml,https://old-galaxy.ansible.com/community/network,723055,"name: Test BGP - fast-external-failover

Answer: cnos_bgp: host= username=  password= deviceType= outputfile=./results/cnos_bgp__output.txt
  asNum='' bgpArg1='' bgpArg2=''
with_items: '{''asNum'': 33, ''bgpArg1'': ''fast-external-failover'', ''bgpArg2'':
  333}'
",0.9294305443763733,0.6894774410417855
1254,name: Nginx | Disable the default site,"file:
  path: /etc/nginx/sites-enabled/default
  state: absent
when: not nginx_default_enable
notify:
- reload nginx
",dinesh-izap,nginx,,data/repos/dinesh-izap/nginx/tasks/default_site.yml,https://old-galaxy.ansible.com/dinesh-izap/nginx,23,"name: Nginx | Disable the default site

Answer: file:
  path: /etc/nginx/sites-enabled/default
  state: absent
notify:
- reload nginx
when: not nginx_default_enable
",0.9307463765144348,0.6970615731783831
1255,name: Clone oh-my-zsh repo,"git:
  repo: https://github.com/robbyrussell/oh-my-zsh.git
  dest: ~/.oh-my-zsh
  force: true
  update: false
  accept_hostkey: true
",jaredhocutt,oh_my_zsh,MIT,data/repos/jaredhocutt/oh_my_zsh/tasks/main.yml,https://old-galaxy.ansible.com/jaredhocutt/oh_my_zsh,65,"name: Clone oh-my-zsh repo

Answer: git:
  repo: https://github.com/robbyrussell/oh-my-zsh.git
  dest: /.oh-my-zsh
  accept_hostkey: true
  update: true
tags: configuration
",0.9315024018287659,0.6881234394826213
1256,name: Test if item in instance.unicast_src_ip is set correctly,"ansible.builtin.assert:
  that:
  - item.unicast_src_ip is string
  - item.unicast_src_ip | length >= 8
  - item.unicast_src_ip | length <= 16
  - item.secondary_private_ip is defined
  - item.secondary_private_ip is string
  - item.secondary_private_ip | length >= 8
  - item.secondary_private_ip | length <= 16
  quiet: true
when:
- item.unicast_src_ip is defined
",buluma,keepalived,"Apache-2.0-Short,Apache-2.0",data/repos/buluma/keepalived/tasks/assert_instances.yml,https://old-galaxy.ansible.com/buluma/keepalived,1012,"name: Test if item in instance.unicast_src_ip is set correctly

Answer: ansible.builtin.assert:
  that:
  - item is defined
  - item is string
  quiet: true
loop: ''
when:
- dnsmasq_instance is defined
- dnsmasq_instance.unicast_src_ip is defined
",0.8385603427886963,0.3926846460831796
1257,name: Ensure client extensions config exists,"template:
  src: extensions.json.j2
  dest: /etc/sensu/conf.d/extensions.json
  owner: sensu
  group: sensu
  mode: 432
  validate: /opt/sensu/bin/sensu-client --validate_config -c %s
when: sensu_client_extensions_config is defined
",jaredledvina,sensu-client,,data/repos/jaredledvina/sensu-client/tasks/config.yml,https://old-galaxy.ansible.com/jaredledvina/sensu-client,29,"name: Ensure client extensions config exists

Answer: ansible.builtin.file:
  path: /etc/openvpn/ccd.conf
  state: touch
  mode: 420
notify:
- Enable client extensions
when: openvpn.ccd | default(False)
",0.7586513161659241,0.3799319453362675
1258,name: configuration | ensure integrity of /etc/default/isc-dhcp-server file,"template: src=etc/default/isc-dhcp-server.j2 dest=/etc/default/isc-dhcp-server owner=root
  group=root mode=0644
notify: restart dhcp server
",saucelabs-ansible,dhcp_server,,data/repos/saucelabs-ansible/dhcp_server/tasks/configuration.yml,https://old-galaxy.ansible.com/saucelabs-ansible/dhcp_server,20,"name: configuration | ensure integrity of /etc/default/isc-dhcp-server file

Answer: file:
  path: /etc/default/isc-dhcp-server
  state: file
  mode: 420
  owner: root
  group: root
",0.8528831601142883,0.4867084497141802
1259,name: template_call,"tags: template_tag
template:
  src: apache.j2
  dest: /etc/httpd/conf.d/"""".conf
notify:
- restart_apache
",girishaster,apacherole,,data/repos/girishaster/apacherole/tasks/main.yml,https://old-galaxy.ansible.com/girishaster/apacherole,16,"name: template_call_home_config

Answer: template:
  src: callhome.conf.j2
  dest: /etc/snort/callhome.conf
  owner: root
  group: root
  mode: 420
notify: restart snort
",0.8173646330833435,0.3934180071395344
1260,name: creates  (self signed),"args:
  creates: ''
shell: ""set -e\numask 022\nopenssl x509 -days 3650 -req -signkey  -in  -out \n""
notify: restart ngircd
",znz,ngircd,,data/repos/znz/ngircd/tasks/config.yml,https://old-galaxy.ansible.com/znz/ngircd,3,"name: creates  (self signed)

Answer: command: openssl req -new -key {{ dds_system_tmp }}/ansible_dds/key.pem -out {{ dds_system_tmp
  }}/ansible_dds/cert.csr -subj ""/C=DE/ST=NRW/L=Munich/O=Example/CN={{ dds_host
  }}.example.com""
",0.710426390171051,0.16798754913445035
1261,name: Config for pg_partman_bgw.interval,"lineinfile:
  path: /var/lib/pgsql/10/data/postgresql.conf
  regexp: ^pg_partman_bgw.interval
  insertafter: ^# Add settings for extensions here
  line: pg_partman_bgw.interval  = '3600'
when: partman_bgw_enabled
notify: Restart postgresql
",kevincoakley,pg_partman,,data/repos/kevincoakley/pg_partman/tasks/main.yml,https://old-galaxy.ansible.com/kevincoakley/pg_partman,20,"name: Config for pg_partman_bgw.interval

Answer: become: true
template:
  src: etc/pg_partman.d/pg_partman.conf.j2
  dest: /etc/pg_partman.d/pg_partman.conf
  owner: postgres
  group: postgres
  mode: 420
",0.7944993376731873,0.3871681055981161
1262,name: check for install in {{ coredns_parent_install_dir }}/coredns-{{ coredns_ver,"  }}
become: true
stat:
  path: '{{ coredns_parent_install_dir }}/coredns-{{ coredns_ver }}'
changed_when: false
register: coredns_binary
",andrewrothstein,coredns,MIT,data/repos/andrewrothstein/coredns/tasks/main.yml,https://old-galaxy.ansible.com/andrewrothstein/coredns,43,"name: check for install in {{ coredns_parent_install_dir }}/coredns-{{ coredns_ver

Answer:   }}
become: true
stat:
  path: '{{ coredns_parent_install_dir }}/coredns-{{ coredns_ver }}'
changed_when: false
register: coredns_binary
",0.9453336596488953,0.5973612910853145
1263,name: generate neo4j stop script,"sudo: true
sudo_user: '{{remote_user}}'
template: src=neo4j_stop.sh dest=~/scripts/neo4j_stop.sh mode=755
when: neo4j_generate_script
",tmtxt,neo4j,,data/repos/tmtxt/neo4j/tasks/main.yml,https://old-galaxy.ansible.com/tmtxt/neo4j,19,"name: generate neo4j stop script

Answer: template:
  src: neo4j-stop.j2
  dest: /etc/init.d/neo4j-stop
  owner: root
  group: root
  mode: 493
when: neo4j_install_from_source
",0.8360083699226379,0.3603122694231706
1264,name: install docker-ce,"yum:
  name: docker-ce
  update_cache: true
",unglaublicherdude,ansible_role_docker_engine,,data/repos/unglaublicherdude/ansible_role_docker_engine/tasks/install-centos.yml,https://old-galaxy.ansible.com/unglaublicherdude/ansible_role_docker_engine,20,"name: install docker-ce

Answer: yum:
  name: docker-ce
  state: present
",0.8347119688987732,0.39532313736767855
1265,name: Download chruby,"get_url: url=""http://github.com/postmodern/chruby/archive/v0.3.8.tar.gz"" dest=""/tmp/chruby-0.3.8.tar.gz""
when: not chruby_runtime.stat.exists and not chruby_tarball.stat.exists
register: chruby_downloaded
",ushu,chruby,,data/repos/ushu/chruby/tasks/main.yml,https://old-galaxy.ansible.com/ushu/chruby,425,"name: Download chruby

Answer: get_url: url=https://github.com/postmodern/chruby/archive/v0.3.9.tar.gz dest=/tmp/chruby-0.3.9.tar.gz
",0.903760552406311,0.45938798350746807
1266,name: add rspamd repository,"template:
  src: repository-redhat.j2
  dest: /etc/yum.repos.d/rspamd.repo
  owner: root
  group: root
  mode: 420
when: rspamd_repo_state
",securcom,repo_rspamd,,data/repos/securcom/repo_rspamd/tasks/repository-redhat.yml,https://old-galaxy.ansible.com/securcom/repo_rspamd,144,"name: add rspamd repository

Answer: apt_repository:
  repo: deb http://ppa.launchpad.net/rspamd/stable/ubuntu trusty main
  state: present
  update_cache: true
when: ansible_distribution == ""Ubuntu""
",0.7724145650863647,0.3011238838828873
1267,name: Download,"get_url:
  url: ''
  dest: '{{ global_cache_dir | mandatory }}/fusiondirectory'
become: false
run_once: true
delegate_to: localhost
with_items:
- https://repos.fusiondirectory.org/sources/{{ fusiondirectory_major_version }}/fusiondirectory/fusiondirectory-{{
  fusiondirectory_version }}.tar.gz
- https://repos.fusiondirectory.org/sources/{{ fusiondirectory_major_version }}/fusiondirectory/fusiondirectory-plugins-{{
  fusiondirectory_version }}.tar.gz
",stuvusit,fusiondirectory-schemas,,data/repos/stuvusit/fusiondirectory-schemas/tasks/main.yml,https://old-galaxy.ansible.com/stuvusit/fusiondirectory-schemas,11,"name: Download and install the Go tarball

Answer: unarchive:
  src: https://storage.googleapis.com/golang/{{ go_tarball }}
  dest: /usr/local
  remote_src: true
  creates: /usr/local/go
",0.6917211413383484,0.07959697377002241
1268,name: Create the NAT rule,"iptables:
  table: nat
  chain: POSTROUTING
  out_interface: eth0
  jump: MASQUERADE
  comment: Masquarade the outgoing traffic
become: true
notify: restart iptables
",rubentsirunyan,nat-router,,data/repos/rubentsirunyan/nat-router/tasks/iptables.yml,https://old-galaxy.ansible.com/rubentsirunyan/nat-router,41,"name: Create the NAT rule

Answer: azure_rm_network_nat_rule:
  resource_group: NetworkWatcherRG
  network_watcher_name: ansibleazure
  name: natrule1
  destination_addresses:
  - 10.0.0.4
  - 10.0.0.5
  translated_port: 80
  protocol: Tcp
register: output
",0.6654327511787415,0.18942819416028314
1269,name: place dnsmasq.d config files,"become: true
template:
  src: ''
  dest: ''
  owner: root
  group: root
  mode: '0644'
with_items:
- '{''template'': ''dnsmasq.homegw.conf.j2'', ''dest_filepath'': ''/etc/dnsmasq.d/homegw.conf''}'
register: result
",yasuhiroabe,homegw-dnsmasq,Apache-2.0-Short,data/repos/yasuhiroabe/homegw-dnsmasq/tasks/main.yml,https://old-galaxy.ansible.com/yasuhiroabe/homegw-dnsmasq,59,"name: place dnsmasq.d config files

Answer: template:
  src: ''
  dest: ''
  owner: root
  group: root
  mode: 420
with_items:
- src: dhcp.conf.j2
  dest: /etc/dnsmasq.d/dhcp.conf
- src: dhcp6.conf.j2
  dest: /etc/dnsmasq.d/dhcp6.conf
notify: restart dnsmasq
tags: dnsmasq
",0.8597543835639954,0.48668028645936084
