,org_name,license,input,path,output,repo_name,download_count,download_link,starcoder-response,codebertscore,bleuscore
1434,weldpua2008,MIT,name: Set Java Env,data/repos/weldpua2008/java/tasks/install-jdk-debian.yml,"action: apt pkg=oracle-java7-set-default state=present
",java,110,https://old-galaxy.ansible.com/weldpua2008/java,"name: Set Java Env

Answer: lineinfile:
  dest: /etc/environment
  regexp: ^JAVA_HOME=
  line: JAVA_HOME={{ java_home_directory }}
",0.6717383861541748,0.06713414584533935
1435,sansible,MIT,name: Create Golang code folders for workspace user,data/repos/sansible/golang/tasks/install.yml,"become: true
file:
  group: ''
  name: ''
  owner: ''
  state: directory
with_items:
- /home//go/
- /home//go/bin/
- /home//go/pkg/
- /home//go/src/
- /home//go/src/github.com/
when: sansible_golang_workspace_user is not none
",golang,11265,https://old-galaxy.ansible.com/sansible/golang,"name: Create Golang code folders for workspace user

Answer: file:
  path: ''
  state: directory
  owner: ''
  group: ''
with_items:
- /home//.go
- /home//.vim
- /home//.config
- /home//.vimrc
- /home//.zshrc
- /home//.bashrc
",0.8460211157798767,0.6153522039116393
1436,chanchalbose,,name: Ubuntu and Debian start apache service,data/repos/chanchalbose/wordpress/tasks/ubuntu.yml,"service: name=apache2 state=started
",wordpress,55,https://old-galaxy.ansible.com/chanchalbose/wordpress,"name: Ubuntu and Debian start apache service

Answer: service:
  name: apache2
  state: started
  enabled: true
when: ansible_os_family == ""Debian""
",0.7603175640106201,0.1826856203345038
1437,codeyourinfra,MIT,name: Install PostgreSQL,data/repos/codeyourinfra/postgres/tasks/main.yml,"apt:
  name: postgresql-9.6
  update_cache: true
",postgres,28,https://old-galaxy.ansible.com/codeyourinfra/postgres,"name: Install PostgreSQL

Answer: apt:
  name: postgresql-9.4
  state: present
",0.8536918759346008,0.3846385287670934
1438,innohub-ansible,MIT,name: Install chruby,data/repos/innohub-ansible/chruby/tasks/main.yml,"sudo: true
shell: cd /usr/src/chruby-0.3.9/ && make install
when: chruby_extracted | changed
register: chruby_installed
",chruby,240,https://old-galaxy.ansible.com/innohub-ansible/chruby,"name: Install chruby

Answer: ansible.builtin.package:
  name: chruby
  state: present
",0.7426379323005676,0.22172785464485095
1439,pradeepkumar_27,,name: Enabling kubelet service,data/repos/pradeepkumar_27/ansiblerole_kubernetes/tasks/main.yml,"service:
  name: kubelet
  state: started
  enabled: true
",ansiblerole_kubernetes,10,https://old-galaxy.ansible.com/pradeepkumar_27/ansiblerole_kubernetes,"name: Enabling kubelet service

Answer: systemd:
  name: kubelet
  enabled: true
become: true
",0.8464077711105347,0.47025273405996926
1440,govi230,,name: Configure Slave,data/repos/govi230/kube_cluster/kube_slave/tasks/RedHat/slave_config.yml,"include: slave.yml
when: kubelet_status.failed
vars:
  bridging_file_path_for_k8s: /etc/sysctl.d/k8s.conf
",kube_cluster,19,https://old-galaxy.ansible.com/govi230/kube_cluster,"name: Configure Slave

Answer: template:
  src: slave.conf.j2
  dest: /etc/mysql/conf.d/slave.conf
  owner: root
  group: root
  mode: 420
notify: restart mysql
",0.7462443113327026,0.19091108997727443
1441,leandromoreirati,,name: Inclui variaveis para distribuicoes Linux,data/repos/leandromoreirati/web-server/tasks/install.yml,"include_vars: .yml
tags: web
",web-server,16,https://old-galaxy.ansible.com/leandromoreirati/web-server,"name: Inclui variaveis para distribuicoes Linux

Answer: include_vars: ''
with_first_found:
- files:
  - -.yml
  - -.yml
  -.yml
  -.yml
  - defaults.yml
  paths:
  - vars
loop_control:
  loop_var: loop_vars
tags:
- configuration
- packages
",0.7234843969345093,0.0895508928449654
1442,cscfi,MIT,name: start sssd on boot,data/repos/cscfi/sssd/tasks/ubuntu.yml,"service: name=sssd state=started enabled=yes
",sssd,80,https://old-galaxy.ansible.com/cscfi/sssd,"name: start sssd on boot

Answer: service:
  name: sssd
  state: started
  enabled: true
",0.8243598937988281,0.34390416003526797
1443,ucp,,name: Create glusterfs volume,data/repos/ucp/docker/roles/glusterfs/tasks/main.yml,"gluster_volume:
  state: present
  name: money
  bricks: /data/glusterfs//bricks/brick
  cluster:
  - manager
  - worker1
  - worker2
  replicas: 3
run_once: true
tags:
- volumes
",docker,49,https://old-galaxy.ansible.com/edwardtheharris/ucp/docker,"name: Create glusterfs volume group

Answer: command: gluster volume group create --name=vgroup --replicas=1
register: gluster_vg_create
changed_when: gluster_vg_create is changed
",0.721535861492157,0.3283862446303789
1444,dotfob,,name: Testando entradas no arquivo /etc/hosts,data/repos/dotfob/conf_base/tasks/hosts.yml,"lineinfile:
  path: /etc/hosts
  line: 172.16.0.199 ansible-server.4labs.example ansible-server
register: etc_hosts_result
tags: hosts
",conf_base,10,https://old-galaxy.ansible.com/dotfob/conf_base,"name: Testando entradas no arquivo /etc/hosts

Answer: ansible.builtin.lineinfile:
  path: /etc/hosts
  line: ''
  state: present
with_items: '{''name'': ''localhost'', ''ip'': ''127.0.0.1''}'
",0.7727128267288208,0.3616495698810861
1445,tschifftner,,name: Updates hostname (ip4) in hosts file,data/repos/tschifftner/hostname/tasks/main.yml,"lineinfile:
  dest: /etc/hosts
  regexp: ^
  line: ' {{ ansible_hostname }}'
when: ansible_all_ipv4_addresses|length
",hostname,168,https://old-galaxy.ansible.com/tschifftner/hostname,"name: Updates hostname (ip4) in hosts file

Answer: lineinfile:
  dest: /etc/hosts
  regexp: ^127.0.0.1
  line: ""127.0.0.1\t\t{{ inventory_hostname }}\t{{ inventory_hostname_short }}\
    \ localhost localhost.localdomain localhost4 localhost4.localdomain4""
  state: present
when: ansible_hostname!= inventory_hostname
",0.7978900074958801,0.26190634792517514
1446,dinesh-izap,,name: Nginx | Modules | Unpack the upload_progress_module source,data/repos/dinesh-izap/nginx/tasks/modules/upload_progress_module.yml,"command: tar -xvzf /tmp/nginx-upload-progress-module-0.9.1.tar.gz chdir=/tmp creates=/tmp/nginx-upload-progress-module-0.9.1
",nginx,23,https://old-galaxy.ansible.com/dinesh-izap/nginx,"name: Nginx | Modules | Unpack the upload_progress_module source

Answer: command: tar -xvzf /tmp/nginx-upload-progress-module.tar.gz chdir=/tmp creates=/tmp/upload_progress_module-1.3.1
",0.9007081389427185,0.5504676075629854
1447,scorpionhiccup,MIT,name: Change default apache group,data/repos/scorpionhiccup/asterisk-role/asterisk.role/tasks/apache-config.yml,"sudo: true
lineinfile: dest=/etc/apache2/envvars regexp=APACHE_RUN_GROUP line=""export APACHE_RUN_GROUP={{
  global_asterisk_group|default('ubuntu') }}""
",asterisk-role,38,https://old-galaxy.ansible.com/scorpionhiccup/asterisk-role,"name: Change default apache group

Answer: group:
  name: apache
  state: present
",0.6887170672416687,0.12178844813878638
1448,adriano-di-giovanni,MIT,name: create a list file for MongoDB,data/repos/adriano-di-giovanni/mongodb/tasks/main.yml,"copy:
  content: deb http://repo.mongodb.org/apt/ubuntu trusty/mongodb-org/3.2 multiverse
  dest: /etc/apt/sources.list.d/mongodb-org-3.2.list
",mongodb,26,https://old-galaxy.ansible.com/adriano-di-giovanni/mongodb,"name: create a list file for MongoDB

Answer: copy:
  src: list.j2
  dest: /etc/mongodb/list
  owner: root
  group: root
  mode: 420
tags:
- mongo
",0.7468799948692322,0.336675885856319
1449,marcoverl,,name: restart containerd,data/repos/marcoverl/cvmfs_client/tasks/snapshotter_config.yml,"systemd:
  name: containerd
  state: restarted
",cvmfs_client,92,https://old-galaxy.ansible.com/marcoverl/cvmfs_client,"name: restart containerd

Answer: service:
  name: containerd
  state: restarted
when: docker_registry_restart_containerd
",0.8453370332717896,0.3346319778855323
1450,alourie,,name: Creating new ~/.zshrc,data/repos/alourie/oh-my-zsh/tasks/main.yml,"command: cp ~/.oh-my-zsh/templates/zshrc.zsh-template ~/.zshrc
sudo: false
",oh-my-zsh,11,https://old-galaxy.ansible.com/alourie/oh-my-zsh,"name: Creating new ~/.zshrc file

Answer: template:
  src: zshrc.j2
  dest: ''
  owner: ''
  group: ''
  mode: 420
with_items: ''
",0.7606646418571472,0.19511917969403492
1451,jzafran,,name: systemctl daemon-reload,data/repos/jzafran/ansible_tinc/tasks/main.yml,"shell: systemctl daemon-reload
when: tinc_service_file.changed
",ansible_tinc,23,https://old-galaxy.ansible.com/jzafran/ansible_tinc,"name: systemctl daemon-reload
when: ansible_service_mgr == ""systemd""
",0.8685669898986816,0.609702057814888
1452,gbraad,,name: Install the 'build-essential' meta package,data/repos/gbraad/c9sdk/tasks/main.yml,"package: name=""build-essential"" state=present
when: ansible_distribution == 'Debian' or ansible_distribution == 'Ubuntu'
",c9sdk,24,https://old-galaxy.ansible.com/gbraad/c9sdk,"name: Install the 'build-essential' meta package

Answer: apt:
  name: build-essential
  state: present
",0.7952732443809509,0.3616974254975144
1453,nehal689,,name: Updating IP tables on Slave Node,data/repos/nehal689/k8s_slave/tasks/main.yml,"copy:
  dest: /etc/sysctl.d/k8s.conf
  content: 'net.bridge.bridge-nf-call-ip6tables = 1

    net.bridge.bridge-nf-call-iptables = 1

    '
",k8s_slave,15,https://old-galaxy.ansible.com/nehal689/k8s_slave,"name: Updating IP tables on Slave Node

Answer: command: iptables-save
when: ansible_facts.virtualization_type!= 'docker'
",0.7000806927680969,0.1640065555307451
1454,dmc5179,GPL-3.0-only,name: Remove temp file after import snapshot,data/repos/dmc5179/rhcos_ami/tasks/main.yml,"file:
  path: ''
  state: absent
when: (cleanup_local | bool)
tags:
- cleanup
",rhcos_ami,14,https://old-galaxy.ansible.com/dmc5179/rhcos_ami,"name: Remove temp file after import snapshot

Answer: file:
  path: /tmp/import_snapshot.sql
  state: absent
",0.7076719403266907,0.31268989836441874
1455,githubfoam,GPL-3.0-only,name: Add sdn user,data/repos/githubfoam/freewheeler/tasks/configure/configure-Amazon.yml,"user:
  name: sdn
",freewheeler,17,https://old-galaxy.ansible.com/githubfoam/freewheeler,"name: Add sdn user

Answer: user:
  name: sdn
  group: sdn
  home: /home/sdn
  createhome: false
  shell: /sbin/nologin
  comment: Service Networking User
  state: present
",0.7747223973274231,0.09655352221875405
1456,splunk,,name: Cleanup old correlation_search,data/repos/splunk/es/integration/targets/correlation_search_info/tasks/main.yml,"correlation_search:
  name: Test Fake Coorelation Search From Playbook
  description: Test Fake Coorelation Search From Playbook, description edition.
  search: source=""/var/log/snort.log""
  state: absent
",es,50898,https://old-galaxy.ansible.com/splunk/es,"name: Cleanup old correlation_search_info

Answer: correlation_search_info:
  name: Test Fake Coorelation Search From Playbook
  state: absent
  search: source=""/var/log/snort.log""
  search_type: exact
",0.8879067301750183,0.7017833376511889
1457,robertdebock,"Apache-2.0-Short,Apache-2.0",name: Retrieve FIPS mode,data/repos/robertdebock/fips/tasks/main.yml,"ansible.builtin.command:
  cmd: /usr/bin/fips-mode-setup --is-enabled
register: fips_mode
when:
- ansible_os_family == ""RedHat""
changed_when: false
failed_when:
- fips_mode.rc not in fips_exit_codes
",fips,12,https://old-galaxy.ansible.com/robertdebock/fips,"name: Retrieve FIPS mode

Answer: command: cat /proc/cpuinfo
register: fips_mode
",0.7525410652160645,0.11272320554544321
1458,sorrowless,"Apache-2.0-Short,Apache-2.0",name: Configure CA,data/repos/sorrowless/ca/tasks/main.yml,"import_tasks: configure_ca.yml
",ca,113,https://old-galaxy.ansible.com/sorrowless/ca,"name: Configure CA

Answer: template:
  src: ca.crt.j2
  dest: /etc/pki/ca-trust/source/anchors/ca.crt
  owner: root
  group: root
  mode: 420
",0.6772297620773315,0.07908491133236964
1459,adopteunops,"Apache-2.0-Short,Apache-2.0",name: Apply mysql configuration,data/repos/adopteunops/mysql-docker/tasks/main.yml,"template: src=mysql.conf.j2 dest=/etc/mysql/conf.d/mysql.cnf
become: true
",mysql-docker,241,https://old-galaxy.ansible.com/adopteunops/mysql-docker,"name: Apply mysql configuration

Answer: template:
  src: mysql.cnf.j2
  dest: /etc/mysql/mysql.conf.d/mysql.cnf
  owner: root
  group: root
  mode: 420
notify: restart mysql
",0.8577256202697754,0.31222640747436975
1460,wluisaraujo,GPL-3.0-only,name: Importando tarefas para instalar AWX,data/repos/wluisaraujo/awx/tasks/main.yml,"include_tasks: config2-.yml
",awx,34,https://old-galaxy.ansible.com/wluisaraujo/awx,"name: Importando tarefas para instalar AWX

Answer: ansible.builtin.import_tasks: install_awx.yml
when:
- not awx_already_installed.stat.exists
",0.7068765759468079,0.08144825097061134
1461,szevez,,name: change ssl_prefer_server_ciphers in main nginx.conf,data/repos/szevez/ansible-nginx-hardening/tasks/main.yml,"lineinfile:
  dest: /etc/nginx/nginx.conf
  regexp: ^\s*ssl_prefer_server_ciphers
  line: '    ssl_prefer_server_ciphers on;'
  insertafter: http {
notify: restart nginx
",ansible-nginx-hardening,18,https://old-galaxy.ansible.com/szevez/ansible-nginx-hardening,"name: change ssl_prefer_server_ciphers in main nginx.conf

Answer: lineinfile:
  dest: /etc/nginx/nginx.conf
  regexp: ssl_prefer_server_ciphers
  line: ssl_prefer_server_ciphers on;
  state: present
notify: restart nginx
",0.9103711843490601,0.6493156313787491
1462,zhomart,,name: Debian | Firewall | Allow OpenSSH,data/repos/zhomart/elk/tasks/setup-Debian.yml,"ufw: rule=allow name=OpenSSH
",elk,58,https://old-galaxy.ansible.com/zhomart/elk,"name: Debian | Firewall | Allow OpenSSH access to root account

Answer: ansible.posix.firewalld:
  service: ssh
  permanent: true
  state: enabled
notify: restart firewalld
",0.706875205039978,0.08288462814351637
1463,tobiasehlert,MIT,name: Generating .env file and placing in /opt/teslamate,data/repos/tobiasehlert/teslamate/tasks/main.yml,"template:
  src: env.j2
  dest: /opt/teslamate/.env
",teslamate,18,https://old-galaxy.ansible.com/tobiasehlert/teslamate,"name: Generating .env file and placing in /opt/teslamate

Answer: template:
  src:.env.j2
  dest: /opt/teslamate/.env
  owner: teslamate
  group: teslamate
  mode: 420
",0.8643098473548889,0.2908482691505673
1464,panchal_yash,,"name: Run the equivalent of ""apt-get clean"" as a separate step",data/repos/panchal_yash/percona_xtradb_cluster_role/tasks/debian_57_repos.yml,"apt:
  autoclean: true
",percona_xtradb_cluster_role,647,https://old-galaxy.ansible.com/panchal_yash/percona_xtradb_cluster_role,"name: Run the equivalent of ""apt-get clean"" as a separate step.

Answer: apt:
  autoclean: true
",0.784527599811554,0.2272210391609376
1465,yannik,,name: Install required packages,data/repos/yannik/hylafax/tasks/hylafax.yml,"apt: pkg= state=present
with_items:
- hylafax-server
- hylafax-client
",hylafax,73,https://old-galaxy.ansible.com/yannik/hylafax,"name: Install required packages

Answer: ansible.builtin.package:
  name: '{{ _ntp_packages[ansible_os_family] | default(_ntp_packages[''default''])
    }}'
  state: present
",0.6990881562232971,0.10185862399664876
1466,inhumantsar,BSD-3-Clause,name: Make sure remote tmp path exists,data/repos/inhumantsar/helloworld2/tasks/main.yml,"file:
  path: /opt/hw2
  state: directory
",helloworld2,16,https://old-galaxy.ansible.com/inhumantsar/helloworld2,"name: Make sure remote tmp path exists

Answer: file:
  path: /tmp/
  state: directory
  owner: root
  group: root
  mode: 493
",0.7660076022148132,0.26462927137527154
1467,ihmels,MIT,name: Ensure /etc/apt/keyrings exists,data/repos/ihmels/vscode/tasks/setup-Debian.yml,"ansible.builtin.file:
  path: /etc/apt/keyrings
  state: directory
  mode: '0755'
",vscode,15,https://old-galaxy.ansible.com/ihmels/vscode,"name: Ensure /etc/apt/keyrings exists

Answer: ansible.builtin.file:
  path: /etc/apt/keyrings
  state: directory
  mode: '0755'
",0.9211025238037109,0.6313359222793022
1468,lip-computing,GPL-3.0-only,"name: Create public network """"",data/repos/lip-computing/os-controller/tasks/openstack/create_networks.yml,"shell: 'neutron net-create  --router:external True --provider:physical_network external
  --provider:network_type flat

  '
become_user: neutron
run_once: true
when: netpublicExist|failed
environment: '{''OS_PROJECT_DOMAIN_NAME'': ''Default'', ''OS_USER_DOMAIN_NAME'': ''Default'',
  ''OS_PROJECT_NAME'': ''admin'', ''OS_USERNAME'': ''admin'', ''OS_PASSWORD'': ''{{
  openstack_admin_password }}'', ''OS_AUTH_URL'': ''{{ openstack_ks_url }}'', ''OS_IDENTITY_API_VERSION'':
  3}'
",os-controller,39,https://old-galaxy.ansible.com/lip-computing/os-controller,"name: Create public network """"

Answer: docker_network:
  name: ''
  state: present
with_items:
- public
",0.6665729284286499,0.012234171355280694
1469,vforgione,MIT,name: chowning python3.5 dist packages,data/repos/vforgione/python/tasks/main.yml,"file:
  path: /usr/local/lib/python3.5/dist-packages
  state: directory
  mode: 511
become: true
become_user: root
",python,22,https://old-galaxy.ansible.com/vforgione/python,"name: chowning python3.5 dist packages

Answer: file:
  path: ''
  owner: root
  group: root
  recurse: true
with_items:
- /usr/lib/python3.5/dist-packages/
- /usr/lib/python3.5/dist-packages/pip
",0.8202496767044067,0.3761521048065153
1470,2infinite,,name: Create a directory /usr/local/lib/observium_agent/local,data/repos/2infinite/observiumagent/tasks/main.yml,"file: path=/usr/local/lib/observium_agent/local state=directory mode=0700
",observiumagent,27,https://old-galaxy.ansible.com/2infinite/observiumagent,"name: Create a directory /usr/local/lib/observium_agent/local

Answer: file:
  path: /usr/local/lib/observium_agent/local
  state: directory
  owner: observium
  group: observium
  mode: 493
",0.8628441095352173,0.30662742394145887
1471,sirreeall,,name: 'Download.yml: Download Alfresco Content Services 6.1.0 (distribution zip)',data/repos/sirreeall/acs/tasks/download.yml,"get_url:
  url: https://artifacts.alfresco.com/nexus/content/groups/internal/org/alfresco/alfresco-content-services-distribution/6.1.0/alfresco-content-services-distribution-6.1.0.zip
  dest: /opt/alfresco/alfresco-content-services-distribution-6.1.0.zip
  checksum: md5:8c649afb76e9942762376b5b62a10592
  mode: 292
  url_username: ''
  url_password: ''
no_log: true
register: isDownloaded
ignore_errors: true
",acs,72,https://old-galaxy.ansible.com/sirreeall/acs,"name: 'Download.yml: Download Alfresco Content Services 6.1.0 (distribution zip)'

Answer: get_url:
  url: https://www.alfresco.com/service/cmr-srv/cmr-files/files/alfresco-content-services-6.1.0.zip
  dest: /tmp/alfresco-content-services-6.1.0.zip
",0.8499741554260254,0.3625904217005958
1472,bearandgiraffe,Unlicense,name: Update apt,data/repos/bearandgiraffe/php/tasks/main.yml,"become: true
apt: update_cache=yes
",php,52,https://old-galaxy.ansible.com/bearandgiraffe/php,"name: Update apt cache

Answer: apt:
  update_cache: true
when: ansible_os_family == ""Debian""
",0.7774254679679871,0.24993642026975887
1473,reallyenglish,,name: upload patch-hbase_regionserver to remote XXX https://github.com/ansible/ansible-modules-extras/issues/338,data/repos/reallyenglish/hbase/tasks/install-FreeBSD.yml,"copy:
  src: patch-hbase_regionserver
  dest: /tmp/patch-hbase_regionserver
",hbase,56,https://old-galaxy.ansible.com/reallyenglish/hbase,"name: upload patch-hbase_regionserver to remote XXX https://github.com/ansible/ansible-modules-extras/issues/338

Answer: ansible.builtin.copy:
  src: patch-hbase_regionserver
  dest: /opt/hbase/conf/hbase-site.xml
  mode: '0644'
notify: restart hbase
",0.8201198577880859,0.27596836850467044
1474,nowait-tools,MIT,name: configure sudoers file www,data/repos/nowait-tools/phabricator/tasks/main.yml,"lineinfile:
  dest: /etc/sudoers
  state: present
  regexp: ^www-data
  line: 'www-data ALL=(daemon-user) SETENV:NOPASSWD: /usr/lib/git-core/git-http-backend'
  validate: visudo -cf %s
",phabricator,31,https://old-galaxy.ansible.com/nowait-tools/phabricator,"name: configure sudoers file www-data

Answer: template:
  src: sudoers.j2
  dest: /etc/sudoers.d/www-data
  owner: root
  group: root
  mode: 420
",0.7727199196815491,0.343257123523879
1475,vanzhiganov,,name: create /etc/tinc/nets.boot file from template,data/repos/vanzhiganov/tinc/tasks/main.yml,"template: 'src=nets.boot.j2 dest=/etc/tinc/nets.boot

  '
notify:
- restart tinc
",tinc,25,https://old-galaxy.ansible.com/vanzhiganov/tinc,"name: create /etc/tinc/nets.boot file from template

Answer: template:
  src: etc/tinc/nets.boot.j2
  dest: /etc/tinc/nets.boot
  owner: root
  group: root
  mode: 420
",0.8471224904060364,0.30380994980055903
1476,andrelohmann,,name: download nginx-prometheus-exporter,data/repos/andrelohmann/prometheus_nginx_exporter/tasks/main.yml,"get_url:
  url: https://github.com/nginxinc/nginx-prometheus-exporter/releases/download/v/nginx-prometheus-exporter__linux_amd64.tar.gz
  owner: root
  group: root
  dest: /root/nginx-prometheus-exporter--linux-amd64.tar.gz
  mode: 493
",prometheus_nginx_exporter,999,https://old-galaxy.ansible.com/andrelohmann/prometheus_nginx_exporter,"name: download nginx-prometheus-exporter

Answer: get_url:
  url: https://github.com/prometheus/nginx-prometheus-exporter/releases/download/v{{
    nginx_exporter_version }}/{{ nginx_exporter_signature }}
  dest: /nginx-prometheus-exporter-{{ nginx_exporter_version }}.linux-amd64.tar.gz
",0.8981615304946899,0.6108863142297952
1477,idealista,Apache-2.0-Short,name: LIBGEOS | Run make install,data/repos/idealista/libgeos_role/tasks/install.yml,"command:
  cmd: make install
  chdir: /usr/src/libgeos/{{ libgeos_release_name }}/geos-{{ libgeos_version }}
when: libgeos_force_reinstall or libgeos_check is failed or libgeos_version not in
  libgeos_check.stdout
changed_when: false
check_mode: false
notify: ldconfig
tags:
- libgeos_install
",libgeos_role,12,https://old-galaxy.ansible.com/idealista/libgeos_role,"name: LIBGEOS | Run make install

Answer: make:
  chdir: /tmp/geos-3.8.1
  target: install
become: true
register: libgeos_make_install
when: libgeos_source_directory.changed
",0.8237407207489014,0.26480963631878024
1478,s2ansible,,name: Write rules,data/repos/s2ansible/iptables/tasks/el7.yml,"template:
  src: iptables.j2
  dest: /etc/sysconfig/iptables
  owner: root
  group: root
  mode: 420
notify: restart_iptables_systemd
",iptables,10,https://old-galaxy.ansible.com/s2ansible/iptables,"name: Write rules

Answer: template:
  src: rules.j2
  dest: /etc/iptables/rules.v4
  owner: root
  group: root
  mode: 420
notify: restart iptables
",0.9072430729866028,0.7214640298955027
1479,dockpack,MIT,name: Set git,data/repos/dockpack/base_git/tasks/main.yml,"set_fact:
  base_git: rh-git218
when:
- ansible_os_family == 'RedHat'
- ansible_distribution_major_version|int == 7
- collections_enabled|bool
tags:
- git
- base_git
- test
",base_git,386,https://old-galaxy.ansible.com/dockpack/base_git,"name: Set git config

Answer: ansible.builtin.git:
  repo: ''
  dest: ''
  update: 'true'
  force: 'true'
with_items: ''
when: git_config_items is defined
",0.6995438933372498,0.20464566175970447
1480,andrewrothstein,MIT,name: install dnsmasq,data/repos/andrewrothstein/dnsmasq-vagrant-cluster/tasks/main.yml,"package: name=dnsmasq state=present
",dnsmasq-vagrant-cluster,39,https://old-galaxy.ansible.com/andrewrothstein/dnsmasq-vagrant-cluster,"name: install dnsmasq

Answer: ansible.builtin.package:
  name: dnsmasq
  state: present
",0.8650835156440735,0.30154410984632796
1481,cloud3rsio,MIT,name: Enabled epel,data/repos/cloud3rsio/yumrepo_epel/tasks/main.yml,"command: yum-config-manager --enable epel
when: ansible_distribution == ""CentOS"" and ansible_distribution_major_version == ""8""
  and epel_status_2.rc != 0
",yumrepo_epel,357,https://old-galaxy.ansible.com/cloud3rsio/yumrepo_epel,"name: Enabled epel repo

Answer: yum_repository:
  name: epel
  description: EPEL YUM repo
  baseurl: https://dl.fedoraproject.org/pub/epel/epel-release-latest-{{ ansible_distribution_major_version
    }}.noarch.rpm
  gpgcheck: true
  gpgkey: https://dl.fedoraproject.org/pub/epel/RPM-GPG-KEY-EPEL-{{ ansible_distribution_major_version
    }}
  enabled: true
",0.7445658445358276,0.23711911186781148
1482,serverfriendsorg,GPL-3.0-only,name: Install apt repository key,data/repos/serverfriendsorg/liveconfig/tasks/config_Ubuntu.yml,"apt_key:
  url: https://www.liveconfig.com/liveconfig.key
  state: present
",liveconfig,17,https://old-galaxy.ansible.com/serverfriendsorg/liveconfig,"name: Install apt repository key

Answer: apt_key:
  url: https://packages.microsoft.com/keys/microsoft.asc
  state: present
",0.8370600938796997,0.3910396925325405
1483,wolfeidau,,name: Allow tcp traffic,data/repos/wolfeidau/gophermq-stack/tasks/main.yml,"ufw: rule=allow port= proto=tcp
with_items: ufw_open_tcp_ports
",gophermq-stack,20,https://old-galaxy.ansible.com/wolfeidau/gophermq-stack,"name: Allow tcp traffic on port 5000

Answer: firewalld:
  zone: public
  port: 5000/tcp
  permanent: true
  state: enabled
notify: restart firewalld
",0.7318670153617859,0.12366559382727431
1484,dmitriy_devops_trainee,,name: Log into DockerHub,data/repos/dmitriy_devops_trainee/web_app_role/tasks/main.yml,"docker_login:
  username: dimitrii89
  password: vdk69346934
",web_app_role,19,https://old-galaxy.ansible.com/dmitriy_devops_trainee/web_app_role,"name: Log into DockerHub

Answer: docker_login:
  username: ''
  password: ''
with_items: ''
when: item.state == ""present""
",0.7047706842422485,0.3178503409638013
1485,j1ngk3,,name: copy ldap certificate keys to ldap certs folder,data/repos/j1ngk3/domain_controller_slapd/tasks/install_certificates.yml,"copy:
  src: /opt/ansible/certificates/private/
  dest: /etc/ldap/certs/{{ dc_org }}.{{ dc_suffix }}/
loop:
- '{{ dc_tld }}.key'
",domain_controller_slapd,19,https://old-galaxy.ansible.com/j1ngk3/domain_controller_slapd,"name: copy ldap certificate keys to ldap certs folder

Answer: copy:
  src: ''
  dest: /etc/pki/tls/certs/
  owner: root
  group: root
  mode: 420
with_items:
- ca.crt
- ca-key.pem
- ldapsrv.crt
- ldapsrv-key.pem
",0.7927265167236328,0.26657341685053026
1486,geometrylabs,,name: create personalization service file,data/repos/geometrylabs/polkadot_library/tasks/envoy-personalization.yml,"template:
  src: envoy_personalization.service.j2
  dest: /etc/systemd/system/kusama_envoy_personalization.service
  owner: root
  group: root
  mode: 384
",polkadot_library,1165,https://old-galaxy.ansible.com/geometrylabs/polkadot_library,"name: create personalization service file

Answer: template:
  src: personalization.service.j2
  dest: /etc/systemd/system/personalization.service
  owner: root
  group: root
  mode: 420
notify:
- restart personalization
",0.8876548409461975,0.5966423484122705
1487,alexberryman,,name: Install prerequisites,data/repos/alexberryman/lgsm/tasks/install_lgsm.yml,"ansible.builtin.package:
  name: epel-releasecurlwgettarbzip2gzipunziputil-linuxfilepython3binutilsbcjqtmuxglibc.i686libstdc++libstdc++.i686nmap-ncat
  state: present
",lgsm,9,https://old-galaxy.ansible.com/alexberryman/lgsm,"name: Install prerequisites

Answer: ansible.builtin.package:
  name: '{{ _ntp_prerequisites[ansible_os_family] | default(_ntp_prerequisites[''default''])
    }}'
  state: present
",0.7192124724388123,0.34027890731261407
1488,gchiesa,,name: Docker network daemon configuration,data/repos/gchiesa/docker/tasks/docker.yml,"copy: src=docker-network dest=/etc/sysconfig/docker-network
",docker,124,https://old-galaxy.ansible.com/gchiesa/docker,"name: Docker network daemon configuration

Answer: become: true
template:
  src: daemon.json.j2
  dest: /etc/docker/daemon.json
  owner: root
  group: root
  mode: 420
notify: restart docker
",0.7575845122337341,0.17725122253520464
1489,r_pufky,AGPL-3.0-only,name: restore | set ownership,data/repos/r_pufky/lidarr/tasks/restore.yml,"ansible.builtin.command: chown -R media:media /var/lib/lidarr-config
args:
  warn: false
changed_when: false
",lidarr,12,https://old-galaxy.ansible.com/r_pufky/lidarr,"name: restore | set ownership of backup directory

Answer: file:
  path: ''
  owner: ''
  group: ''
  recurse: true
become: true
with_items: ''
when: restore_files_to_backup | length > 0
",0.6609623432159424,0.09084512027343232
1490,zenoamaro,,name: Add official APT repository,data/repos/zenoamaro/rethinkdb/tasks/install.yml,"when: ansible_os_family == 'Debian'
sudo: true
register: _repo
apt_repository:
  repo: deb http://download.rethinkdb.com/apt  main
tags:
- deps
- db
- rethinkdb
",rethinkdb,84,https://old-galaxy.ansible.com/zenoamaro/rethinkdb,"name: Add official APT repository

Answer: apt_repository:
  repo: deb [arch=amd64] https://packages.microsoft.com/repos/azure-cli/  main
  filename: azure-cli
  state: present
  update_cache: true
",0.7798304557800293,0.34490692592038075
