,output,path,repo_name,download_count,input,download_link,license,org_name,starcoder-response,codebertscore,bleuscore
1317,"when: ansible_os_family == ""RedHat""
systemd:
  name: memcached
  state: started
  enabled: true
tags: cache
",data/repos/felipefmartins/memcached-server/tasks/install.yml,memcached-server,13,name: Inicia e ativa na inicializacao o servico memcached,https://old-galaxy.ansible.com/felipefmartins/memcached-server,,felipefmartins,"name: Inicia e ativa na inicializacao o servico memcached

Answer: service:
  name: memcached
  state: started
  enabled: true
",0.7657924294471741,0.5025027540670605
1318,"yum:
  name: yum-utils
  state: present
when: mysql_version != ""57""
",data/repos/ewypych/oracle-mysql-repo/tasks/RedHat-install.yml,oracle-mysql-repo,41,name: Install yum-config-manager for repo managing,https://old-galaxy.ansible.com/ewypych/oracle-mysql-repo,MIT,ewypych,"name: Install yum-config-manager for repo managing

Answer: yum:
  name: yum-config-manager
  state: present
when: owncloud_setup_repo
",0.821079671382904,0.31838422569970776
1319,"apt_repository:
  repo: deb {{ jira_mysql_repo_url }} {{ ansible_distribution_release }} mysql-tools
  update_cache: true
  filename: mysql
  state: present
when: ( ansible_os_family == ""Debian"" )
",data/repos/idealista/jira_role/tasks/mysql-jdbc.yml,jira_role,56,name: JIRA | MySQL Tools APT repository,https://old-galaxy.ansible.com/idealista/jira_role,"Apache-2.0-Short,Apache-2.0",idealista,"name: JIRA | MySQL Tools APT repository

Answer: apt_repository: repo='deb http://repo.mysql.com/mysql-community-release-el{{ ansible_distribution_major_version
    }}.rpm keyserver=http://repo.mysql.com/RPM-GPG-KEY-mysql
  state=present'
",0.8023135662078857,0.3987715414684611
1320,"get_url:
  url: https://bootstrap.pypa.io/pip/2.7/get-pip.py
  dest: /tmp/get-pip.py
when: ansible_distribution == ""CentOS""
",data/repos/alain_mariathas/docker_role/tasks/main.yml,docker_role,14,name: download pip script,https://old-galaxy.ansible.com/alain_mariathas/docker_role,,alain_mariathas,"name: download pip script

Answer: get_url:
  url: https://bootstrap.pypa.io/get-pip.py
  dest: /tmp/get-pip.py
",0.9115636944770813,0.6612232211159311
1321,"copy:
  src: files/nagios.service
  dest: /usr/lib/systemd/system/nagios.service
  owner: root
  group: root
",data/repos/superky13/nagios/tasks/systemd.yml,nagios,17,name: add the systemd nagios.service,https://old-galaxy.ansible.com/superky13/nagios,,superky13,"name: add the systemd nagios.service file

Answer: template: src=nagios.service dest=/etc/systemd/system/nagios.service
when: ansible_service_mgr =='systemd'
notify:
- restart nagios
",0.8323377370834351,0.34798682621105176
1322,"pip:
  name: PyYAML
become: '{{(ansible_env.HOME == ''/root'') | ternary(''no'', ''yes'')}}'
",data/repos/suzuki-shunsuke/docker_service-dep/tasks/main.yml,docker_service-dep,13,name: Install PyYAML,https://old-galaxy.ansible.com/suzuki-shunsuke/docker_service-dep,MIT,suzuki-shunsuke,"name: Install PyYAML

Answer: pip:
  name: PyYAML
  state: present
  executable: pip2
",0.7586425542831421,0.3062768001467017
1323,"apt: pkg= state=present update_cache=yes cache_valid_time=3600
with_items: ''
",data/repos/elnebuloso/php56/tasks/ubuntu16.yml,php56,28,name: install php modules,https://old-galaxy.ansible.com/elnebuloso/php56,MIT,elnebuloso,"name: install php modules

Answer: yum:
  name: ''
  state: latest
with_items: ''
",0.7488892078399658,0.3188940824741657
1324,"ansible.builtin.assert:
  that:
  - php_fpm_pm_max_children is defined
  - php_fpm_pm_max_children is number
  - php_fpm_pm_max_children > 0
  quiet: true
",data/repos/robertdebock/php_fpm/tasks/assert.yml,php_fpm,111547,name: assert | Test php_fpm_pm_max_children,https://old-galaxy.ansible.com/robertdebock/php_fpm,"Apache-2.0-Short,Apache-2.0",robertdebock,"name: assert | Test php_fpm_pm_max_children

Answer: ansible.builtin.assert:
  that:
  - php_fpm_pm_max_children is defined
  - php_fpm_pm_max_children is number
  - php_fpm_pm_max_children > 0
  quiet: true
",0.9486703276634216,0.7433325813519276
1325,"unarchive: src=""{{ tempdir.stdout }}/JMeterPlugins-Hadoop-{{ jmeter_plugins_version
  }}.zip"" dest=""/usr/local/jmeter/apache-jmeter-{{ jmeter_version }}"" copy=no
when: jmeter_plugins_hadoop_download.changed and jmeter_plugins_hadoop_enabled
tags: jmeter_setup
become: true
",data/repos/albanandrieu/jmeter/tasks/jmeter.yml,jmeter,602,name: jmeter | Extract archive jmeter plugins hadoop,https://old-galaxy.ansible.com/albanandrieu/jmeter,GPL-3.0-only,albanandrieu,"name: jmeter | Extract archive jmeter plugins hadoop

Answer: unarchive: src=""{{ tempdir.stdout }}/JMeterPlugins-ApacheCommonsLogging-{{ jmeter_plugins_version
  }}.zip"" dest=""/usr/local/jmeter/apache-jmeter-{{ jmeter_version }}"" copy=no
when: jmeter_plugins_hadoop_download.changed and jmeter_plugins_hadoop_enabled
tags: jmeter_setup
become: true
",0.9473100900650024,0.7697276388151806
1326,"yum:
  name: https://dev.mysql.com/get/mysql80-community-release-el7-3.noarch.rpm
  state: present
when: ansible_distribution == ""Amazon"" or (ansible_distribution == ""CentOS"" and ansible_distribution_major_version
  == ""7"")
",data/repos/cloud3rsio/yumrepo_mysql/8.0/tasks/main.yml,yumrepo_mysql,16,name: Install mysql repo,https://old-galaxy.ansible.com/cloud3rsio/yumrepo_mysql,MIT,cloud3rsio,"name: Install mysql repo

Answer: become: true
ansible.builtin.apt_repository:
  repo: deb [arch=amd64,arm64,ppc64el] https://packages.microsoft.com/repos/azure-cli/  main
  state: present
when: ansible_os_family == ""Debian""
",0.7744598388671875,0.3785411732752895
1327,"ansible.builtin.apt:
  deb: https://api.k8slens.dev/binaries/Lens-2022.12.221341-latest.amd64.deb
  state: present
",data/repos/darkwizard242/lens/tasks/install_debian.yml,lens,1525,name: Debian/Ubuntu Family | Downloading and installing lens,https://old-galaxy.ansible.com/darkwizard242/lens,MIT,darkwizard242,"name: Debian/Ubuntu Family | Downloading and installing lens

Answer: ansible.builtin.apt:
  deb: https://api.k8slens.dev/binaries/Lens-2022.12.221322-stable-linux-amd64.deb
  state: present
",0.9050885438919067,0.5495273562863393
1328,"file:
  path: /var/www/html//index.html
  state: absent
",data/repos/moinulhuq/ansible_apache/tasks/configure.yml,ansible_apache,1,name: remove index file,https://old-galaxy.ansible.com/moinulhuq/ansible_apache,,moinulhuq,"name: remove index file

Answer: file:
  path: '{{ keycloak_dir }}/keycloak-{{ keycloak_version }}/standalone/configuration/standalone.xml'
  state: absent
",0.7474735975265503,0.2228262830798203
1329,"when: openslides_use_git
become: true
file:
  path: /home/openslides
  state: directory
  owner: openslides
",data/repos/openslides/openslides/tasks/main.yml,openslides,53,"name: Create home directory for user openslides, npm needs it",https://old-galaxy.ansible.com/openslides/openslides,,openslides,"name: Create home directory for user openslides, npm needs it to be created
  ansible.builtin.file:
    path: /home/{{ openslides_system_user }}
    state: directory
    owner: openslides
    group: openslides
    mode: '0755'
",0.8256883025169373,0.38854012108816527
1330,"shell: /usr/local/bin/docker-compose down --rmi all --remove-orphans
args:
  chdir: ''
when: remote_remove_only
",data/repos/zal_ari/deploy_docker_compose/tasks/main.yml,deploy_docker_compose,647,name: Remove remote docker stack,https://old-galaxy.ansible.com/zal_ari/deploy_docker_compose,MIT,zal_ari,"name: Remove remote docker stack

Answer: file:
  path: ''
  state: absent
when: remote_remove_only
",0.7458404302597046,0.4253942302444993
1331,"cron: name=""daily auto renew  cert"" special_time=daily job=""/usr/local/bin/certbot-auto
  renew  --noninteractive --agree-tos --webroot --no-self-upgrade --quiet  --config-dir
  {{ application_home }}/config/ssl/ --logs-dir {{ application_home }}/log -w {{ application_home
  }}/www"" state=present
",data/repos/cypreess/buildpack-node-app/tasks/workers/web.yml,buildpack-node-app,223,name: Ensure a cron job to auto-renew the cert exists,https://old-galaxy.ansible.com/cypreess/buildpack-node-app,,cypreess,"name: Ensure a cron job to auto-renew the cert exists

Answer: cron:
  name: auto renew certbot cert
  special_time: daily
  job: /usr/bin/certbot renew -q
",0.7724623084068298,0.20107646809254331
1332,"file:
  path: /archived_configs
  state: directory
  mode: 511
delegate_to: ansible-1
run_once: true
become: true
",data/repos/redhattelco/caretaker/caretaker/tasks/main.yml,caretaker,203,name: ENSURE THAT A LOCAL ARCHIVE PATH EXISTS,https://old-galaxy.ansible.com/redhattelco/caretaker,,redhattelco,"name: ENSURE THAT A LOCAL ARCHIVE PATH EXISTS ON THE HOST AND WILL BE USED BY THE
    APPLICATION
",0.6314226388931274,0.03934049683038353
1333,"apt:
  name:
  - apt-transport-https
  - ca-certificates
  - curl
  - gnupg-agent
  - software-properties-common
  state: present
",data/repos/sudoblock/envoyproxy/tasks/setup-Debian.yml,envoyproxy,12,name: Ensure dependencies are installed.,https://old-galaxy.ansible.com/sudoblock/envoyproxy,MIT,sudoblock,"name: Ensure dependencies are installed.

Answer: apt:
  name:
  - apt-transport-https
  - ca-certificates
  - gnupg2
  - xz-utils
  state: present
",0.9002601504325867,0.6351080972419474
1334,"when: commitizen_exists is failed
become_user: uelei
community.general.pipx:
  name: commitizen
",data/repos/uelei/python_setup_pyenv_pipx_poetry/tasks/main.yml,python_setup_pyenv_pipx_poetry,4,name: Install commitizen,https://old-galaxy.ansible.com/uelei/python_setup_pyenv_pipx_poetry,,uelei,"name: Install commitizen

Answer: pip:
  name: commitizen
  state: present
  executable: ''
  extra_args: --user
",0.7420631647109985,0.38478051842429273
1335,"publicip: null
",data/repos/kazoo-ansible/common/tasks/main.yml,common,99,name: Set Public IP Facts,https://old-galaxy.ansible.com/kazoo-ansible/common,MIT,kazoo-ansible,"name: Set Public IP Facts

Answer: include: public-ip.yml
",0.7084442973136902,0.10905039213249462
1336,"command: fast-vm import_image rhel-6.9-uefi /generated/6g__rhel-6.9-uefi.img.xz https://raw.githubusercontent.com/OndrejHome/fast-vm-public-images/master/rhel/xml/rhel-6.3-current-uefi.xml
  https://raw.githubusercontent.com/OndrejHome/fast-vm-public-images/master/rhel/hacks/6g_rhel-6-hacks-uefi.sh
args:
  creates: /dev//rhel-6.9-uefi
tags:
- rhel6_uefi
- rhel6_9_uefi
",data/repos/ondrejhome/fast-vm-import-images/tasks/rhel6.yml,fast-vm-import-images,37,name: RHEL 6.9 UEFI,https://old-galaxy.ansible.com/ondrejhome/fast-vm-import-images,GPL-3.0-only,ondrejhome,"name: RHEL 6.9 UEFI | Install RHEL 6.9 Base Packages

Answer: ansible.builtin.yum:
  name: ''
  state: present
when:
- ansible_os_family == ""RedHat""
- ansible_distribution_major_version == ""6""
- ansible_distribution_major_version == ""6"" or ansible_distribution_major_version
  == ""7""
",0.6929672956466675,0.06770012741546635
1337,"when: pam_manage|bool
pamd:
  name: ''
  type: auth
  control: required
  module_path: pam_faillock.so
  module_arguments: preauth silent deny=5
  state: args_present
loop:
- system-auth
- password-auth
",data/repos/dockpack/hardened7/tasks/main.yml,hardened7,618,name: Add deny argument to auth pam_faillock preauth,https://old-galaxy.ansible.com/dockpack/hardened7,,dockpack,"name: Add deny argument to auth pam_faillock preauth deny before pam_unix.so

Answer: when: pam_manage|bool
pamd:
  name: ''
  type: auth
  control: sufficient
  module_path: pam_unix.so
  new_type: auth
  new_control: required
  new_module_path: pam_faillock.so
  module_arguments: preauth deny=5
  state: before
loop:
- system-auth
- password-auth
",0.8868457674980164,0.5496276169140327
1338,"file:
  path: /tmp//binutils-2.22/build-psp
  state: directory
",data/repos/nabilbendafi/psptoolchain/tasks/binutils.yml,psptoolchain,47,name: Create build directory,https://old-galaxy.ansible.com/nabilbendafi/psptoolchain,,nabilbendafi,"name: Create build directory

Answer: ansible.builtin.file:
  path: /tmp/build
  state: directory
  mode: '0755'
",0.7861524820327759,0.38546975945549283
1339,"systemd:
  name: filebeat
  state: started
  daemon_reload: true
  masked: false
  enabled: true
tags:
- filebeat
",data/repos/rolehippie/filebeat/tasks/main.yml,filebeat,17,name: Start filebeat service,https://old-galaxy.ansible.com/rolehippie/filebeat,"Apache-2.0-Short,Apache-2.0",rolehippie,"name: Start filebeat service

Answer: systemd:
  name: filebeat
  state: started
  daemon_reload: true
",0.8562975525856018,0.6805917738899668
1340,"ansible.builtin.stat:
  path: /usr/sbin/murmurd
register: murmurd_installed
",data/repos/systemli/mumble/tasks/mumble.yml,mumble,699,name: Check if murmurd is already installed.,https://old-galaxy.ansible.com/systemli/mumble,,systemli,"name: Check if murmurd is already installed.

Answer: command: dpkg -s murmurhash
register: murmur_check
ignore_errors: true
changed_when: false
",0.7042715549468994,0.2410755136921425
1341,"template:
  src: etc/sysctl.d/network_ipv6_ra.conf.j2
  dest: /etc/sysctl.d/network_ipv6_ra.conf
  owner: root
  group: root
  mode: 420
  seuser: system_u
  serole: object_r
  setype: etc_t
  selevel: s0
notify:
- network reload sysctl
",data/repos/adfinis-sygroup/network/tasks/configuration.yml,network,2874,name: do not accept ipv6 default routes,https://old-galaxy.ansible.com/adfinis-sygroup/network,GPL-3.0-only,adfinis-sygroup,"name: do not accept ipv6 default routes

Answer: become: true
sysctl:
  name: net.ipv6.conf.all.accept_source_route
  value: 0
  sysctl_set: true
",0.7304484248161316,0.18030109649287512
1342,"tags: java
local_action: template src=sha256sum.j2 dest=/usr/local/src/ansible/data/java.sha256sum
",data/repos/robdyke/java/tasks/common.yml,java,34,name: Install Oracle Java redis package sha256sum (local),https://old-galaxy.ansible.com/robdyke/java,"Apache-2.0-Short,Apache-2.0",robdyke,"name: Install Oracle Java redis package sha256sum (local)

Answer: local_action:
  module: apt
  name: ''
  state: present
with_items:
- oracle-java8-installer
- redis-server
- redis-tools
when:
- java_type == ""Oracle""
- java_version == ""8""
",0.7169625163078308,0.1657748250901146
1343,"become: 'true'
become_user: root
with_items:
- oc
file:
  src: '{{oc_install_parent_dir}}/{{oc_name}}/'
  dest: /usr/local/bin/
  state: link
  force: 'false'
",data/repos/aerogear/ansible_openshift_origin_client_tools/tasks/main.yml,ansible_openshift_origin_client_tools,295,name: link,https://old-galaxy.ansible.com/aerogear/ansible_openshift_origin_client_tools,MIT,aerogear,"name: link to the node-red installation

Answer: file:
  src: /opt/node-red
  dest: /usr/local/node-red
  state: link
when: not node_red_install_check.stat.exists
",0.7740024328231812,0.4305744586935823
1344,"group:
  name: keycloak
  state: present
",data/repos/scorsair/keycloak_ha_cluster/tasks/main.yml,keycloak_ha_cluster,21,"name: Ensure group ""keycloak"" exists",https://old-galaxy.ansible.com/scorsair/keycloak_ha_cluster,,scorsair,"name: Ensure group ""keycloak"" exists

Answer: group:
  name: keycloak
  state: present
",0.8857970833778381,0.46184264743038406
1345,"lineinfile:
  dest: /etc/ssh/sshd_config
  regexp: ''
  line: ''
  state: present
with_items:
- regexp: ^UseDNS
  line: UseDNS no
- regexp: ^GSSAPIAuthentication
  line: GSSAPIAuthentication no
",data/repos/ehime/packer-rhel/tasks/main.yml,packer-rhel,75,name: Configure SSH daemon.,https://old-galaxy.ansible.com/ehime/packer-rhel,GPL-3.0-only,ehime,"name: Configure SSH daemon.

Answer: lineinfile:
  dest: /etc/ssh/sshd_config
  regexp: ''
  line: ''
  state: present
with_items:
- regexp: ^UseDNS
  line: UseDNS no
- regexp: ^GSSAPIAuthentication
  line: GSSAPIAuthentication no
",0.9608322381973267,0.8387757623657687
1346,"shell: rm -rvf /var/tmp/*
",data/repos/ypsman/cleanup/tasks/main.yml,cleanup,1560,name: clean /var/tmp,https://old-galaxy.ansible.com/ypsman/cleanup,,ypsman,"name: clean /var/tmp/cache

Answer: shell: rm -rf /var/tmp/cache/*
",0.867457926273346,0.32424031155721633
1347,"a10.acos_axapi.a10_slb_template_http:
  name: template-http
  request_header_insert_list:
  - request_header_insert: X-Protocol-Port:https 443
  - request-header-insert: TrackSSL:ON
  response_header_insert_list:
  - response-header-insert: alt-svc:h3 443
  keep_client_alive: 1
  compression_content_type:
  - content_type: image/jpeg
  - content_type: video/mp4
  - content_type: audio/mp3
  compression_enable: 1
  compression_level: 8
  compression_keep_accept_encoding: 1
  compression_keep_accept_encoding_enable: 1
register: template_http
",data/repos/a10/acos_axapi/ansible/roles/slb_template/tasks/test_slb_template_http.yml,acos_axapi,33612,name: Create slb template http for acos,https://old-galaxy.ansible.com/a10/acos_axapi,,a10,"name: Create slb template http for acos

Answer: a10.acos_axapi.a10_slb_template_http:
  name: template-http
  force_delete_timeout: 10
  del_session_on_server_down: 1
  re_select_if_server_down: 1
  reset_fwd: 1
  reset_rev: 1
  idle_timeout: 60
  half_close_idle_timeout: 100
  initial_window_size: 65535
register: template_http
",0.7396988868713379,0.26649733415013377
1348,"git:
  repo: https://github.com/PlanningBiblio/PlanningBiblio.git
  dest: /var/www/planning/
  version: 19.10.xx
  separate_git_dir: /usr/local/planning-biblio-git
  force: true
when: not planning_git_dir.stat.exists or planning_force_update
",data/repos/supertarto/planning_biblio/tasks/main.yml,planning_biblio,12,name: Clone Planning-biblio git repository,https://old-galaxy.ansible.com/supertarto/planning_biblio,GPL-3.0-only,supertarto,"name: Clone Planning-biblio git repository

Answer: git:
  repo: https://github.com/ITBeard/Planning-Biblio
  dest: '{{ library_path }}/planning-biblio'
  clone: true
  update: false
  version: master
",0.84259432554245,0.46785857890410665
1349,"shell: cmake /usr/src/alfred-json
args:
  chdir: /usr/src/alfred-json-build
",data/repos/dereulenspiegel/alfred-json/tasks/main.yml,alfred-json,17,name: Cmake alfred-json,https://old-galaxy.ansible.com/dereulenspiegel/alfred-json,,dereulenspiegel,"name: Cmake alfred-json-converter alfred-workflow-converter cask-helper

Answer: cask:
  name: ''
  state: present
with_items:
- alfred
- cask-helper
- google-chrome-canary
- pycharm-ce
- pycharm-ce-build
when: ansible_system == 'Darwin'
",0.7445912957191467,0.15022609254187316
1350,"shell: 'cat /etc/passwd | grep -vE ""^root:""  | grep -E "":/[^:]+sh$"" | cut -d: -f6'
changed_when: false
check_mode: false
register: home_of_shell_users
",data/repos/evogalaxy/evomaintenance/tasks/main.yml,evomaintenance,9,name: list users with a shell,https://old-galaxy.ansible.com/evogalaxy/evomaintenance,,evogalaxy,"name: list users with a shell

Answer: oracle_user:
  service_name: XEPDB1
  username: SYS
  password: password
  mode: sysdba
  schema_name: foo
  state: present
register: _
failed_when: _.failed or'shell' not in _.ddls[0]
",0.657158374786377,0.23260595830648473
1351,"ansible.builtin.assert:
  that:
  - zabbix_proxy_database_port is defined
  - zabbix_proxy_database_port is number
  - zabbix_proxy_database_port > 0
  - zabbix_proxy_database_port < 65536
  quiet: true
",data/repos/robertdebock/zabbix_proxy/tasks/assert.yml,zabbix_proxy,516,name: assert | Test zabbix_proxy_database_port,https://old-galaxy.ansible.com/robertdebock/zabbix_proxy,"Apache-2.0-Short,Apache-2.0",robertdebock,"name: assert | Test zabbix_proxy_database_port

Answer: ansible.builtin.assert:
  that:
  - zabbix_proxy_database_port is defined
  - zabbix_proxy_database_port is number
  - zabbix_proxy_database_port > 0
  - zabbix_proxy_database_port < 65536
  quiet: true
",0.9570416212081909,0.7825196021298163
1352,"ansible.builtin.user:
  name: loki
  uid: 10500
  group: root
  create_home: false
  shell: /sbin/nologin
",data/repos/escalate/loki/tasks/main.yml,loki,161,name: Create application user,https://old-galaxy.ansible.com/escalate/loki,MIT,escalate,"name: Create application user

Answer: user:
  name: hawtio
  home: /home/{{ hawtio_user_name }}
  system: true
  state: present
",0.7509313821792603,0.2699903801936576
1353,"command: vagrant plugin install vagrant-proxyconf
",data/repos/andrewrothstein/vagrant-proxyconf/tasks/main.yml,vagrant-proxyconf,14,name: install plugin,https://old-galaxy.ansible.com/andrewrothstein/vagrant-proxyconf,MIT,andrewrothstein,"name: install plugin prerequisites for Debian family

Answer: apt: pkg= state=present
with_items:
- libssl-dev
- libreadline-dev
- libsqlite3-dev
- sqlite3
",0.6840339303016663,0.12035619982090415
1354,"command: /bin/bash -c ""e2label /dev/ 'rootfs'""
become: true
",data/repos/soccermafia89/filesystem-setup/tasks/filesystem-setup.yml,filesystem-setup,17,name: Label Root Volume,https://old-galaxy.ansible.com/soccermafia89/filesystem-setup,,soccermafia89,"name: Label Root Volume as boot volume

Answer: command: gparted --label=root --set 1 /boot
become: true
",0.7767415642738342,0.29466051684279965
1355,"service:
  name: supervisord
  state: started
when: supervisor_started
",data/repos/webarchitect609/ansible_role_supervisor/tasks/main.yml,ansible_role_supervisor,118,name: Ensure Supervisor is started (if configured).,https://old-galaxy.ansible.com/webarchitect609/ansible_role_supervisor,MIT,webarchitect609,"name: Ensure Supervisor is started (if configured).

Answer: service:
  name: supervisord
  state: started
when: supervisor_started
",0.888178825378418,0.5325176731500167
1356,"ansible.builtin.assert:
  that:
  - dnsmasq_dnssec_check_unsigned is defined
  - dnsmasq_dnssec_check_unsigned is boolean
  quiet: true
",data/repos/robertdebock/dnsmasq/tasks/assert.yml,dnsmasq,16332,name: assert | Test dnsmasq_dnssec_check_unsigned,https://old-galaxy.ansible.com/robertdebock/dnsmasq,"Apache-2.0-Short,Apache-2.0",robertdebock,"name: assert | Test dnsmasq_dnssec_check_unsigned

Answer: ansible.builtin.assert:
  that:
  - dnsmasq_dnssec_check_unsigned is defined
  - dnsmasq_dnssec_check_unsigned is boolean
  quiet: true
",0.9503835439682007,0.6950780263752275
1357,"template: src=logging.yml.j2 dest=""/etc/elasticsearch/logging.yml"" owner=root group=root
  mode=0644
tags:
- config
notify:
- restart elasticsearch
",data/repos/jefersonfarias/elasticsearch/tasks/main.yml,elasticsearch,1,name: Create elasticsearch log,https://old-galaxy.ansible.com/jefersonfarias/elasticsearch,,jefersonfarias,"name: Create elasticsearch log directory

Answer: file:
  path: ''
  state: directory
  owner: elasticsearch
  group: elasticsearch
  mode: 511
with_items:
- /var/log/elasticsearch
",0.7823792099952698,0.34739846739655195
1358,"ansible.builtin.assert:
  that:
  - memcached_port is defined
  - memcached_port is number
  - memcached_port > 0
  - memcached_port < 65536
  quiet: true
",data/repos/robertdebock/memcached/tasks/assert.yml,memcached,259,name: assert | Test memcached_port,https://old-galaxy.ansible.com/robertdebock/memcached,"Apache-2.0-Short,Apache-2.0",robertdebock,"name: assert | Test memcached_port

Answer: ansible.builtin.assert:
  that:
  - memcached_port is defined
  - memcached_port is number
  - memcached_port > 0
  - memcached_port < 65536
  quiet: true
",0.9484679698944092,0.7772070267162898
1359,"apt: pkg=certified state=present
",data/repos/ftao/certified/tasks/main.yml,certified,34,name: install certified,https://old-galaxy.ansible.com/ftao/certified,GPL-3.0-only,ftao,"name: install certified software

Answer: become: true
become_user: root
package:
  name: ca-certificates
  state: present
",0.7433905601501465,0.1784193191009167
1360,"apt:
  name: google-chrome-stable
  state: present
  update_cache: true
",data/repos/alvarobacelar/ansible_toolkit_dev/tasks/chrome.yml,ansible_toolkit_dev,17,name: install google chrom,https://old-galaxy.ansible.com/alvarobacelar/ansible_toolkit_dev,,alvarobacelar,"name: install google chromium browser

Answer: apt:
  name: google-chrome-stable
  state: present
",0.8765802383422852,0.5578399324943604
1361,"ec2:
  key_name: 2021_key
  instance_type: t2.micro
  image: ami-08e0ca9924195beba
  count: '1'
  assign_public_ip: true
  region: ap-south-1
  vpc_subnet_id: subnet-a96175c1
  instance_tags: '{''Name'': ''Master Node''}'
  group: sg_for_k8s_clusture
",data/repos/mdmoqaddas/kubernetesclusture/ec2instance/tasks/launch_instances.yml,kubernetesclusture,18,name: Launching the Master over AWS  ec2 instance,https://old-galaxy.ansible.com/mdmoqaddas/kubernetesclusture,,mdmoqaddas,"name: Launching the Master over AWS  ec2 instance

Answer: shell: cd {{ ansible_env.HOME }}/nagios/nagios-{{ nagios_version }} &&./configure
  --with-command-group=nagcmd -with-httpd_conf=/etc/apache2/conf-available --with-nagios-user=nagios
  creates={{ ansible_env.HOME }}/nagios/nagios-{{ nagios_version }}/Makefile
",0.6562869548797607,0.1589304041370363
1362,"shell: 'REPO_FILE=""/etc/yum.repos.d/.repo"" &&

  test -f ""$REPO_FILE"" &&

  grep -F ""^\s*[]"" ""$REPO_FILE""

  '
check_mode: false
changed_when: false
register: repo_file
failed_when: repo_file.rc not in [0, 1] or repo_file.stderr != """"
",data/repos/sourcejedi/google_chrome_remove/tasks/remove-yum-repo.yml,google_chrome_remove,6,name: Check for repo,https://old-galaxy.ansible.com/sourcejedi/google_chrome_remove,,sourcejedi,"name: Check for repo file

Answer: stat:
  path: /usr/local/etc/pkg/repos/.conf
register: repo_file
",0.7605840563774109,0.12518137993281844
1363,"apt_repository:
  repo: deb http://apt.mackerel.io/debian/ mackerel contrib
  state: present
  update_cache: true
when: (ansible_distribution == ""Debian"" and ansible_distribution_major_version|int
  < 8) or (ansible_distribution == ""Ubuntu"" and ansible_distribution_version|float
  < 16.04)
",data/repos/mackerelio/mackerel-agent/tasks/debian.yml,mackerel-agent,8359,name: add repository 'mackerel',https://old-galaxy.ansible.com/mackerelio/mackerel-agent,"Apache-2.0-Short,Apache-2.0",mackerelio,"name: add repository 'mackerel'

Answer: copy:
  src: centos-mackerel.repo
  dest: /etc/yum.repos.d/mackerel.repo
  owner: root
  group: root
  mode: 420
when: ansible_distribution_major_version|int < 7
",0.7924826741218567,0.3259695042425206
1364,"apt:
  name: curl
  state: present
  update_cache: true
  cache_valid_time: 600
when: ansible_os_family == ""Debian""
",data/repos/grzegorznowak/ansible_ssh_login_notifications/tasks/enable-slack-notifications.yml,ansible_ssh_login_notifications,31274,name: Ensure that curl package is installed (Debian),https://old-galaxy.ansible.com/grzegorznowak/ansible_ssh_login_notifications,MIT,grzegorznowak,"name: Ensure that curl package is installed (Debian)

Answer: apt:
  name: curl
  state: present
  update_cache: true
when: ansible_os_family == ""Debian""
",0.8815659880638123,0.6304693077126581
1365,"cron:
  cron_file: /etc/crontab
  name: renew certs
  minute: 1
  hour: 15
  user: root
  job: /usr/local/bin/certbot renew 1>>/var/log/certbot-renew.log 2>&1
",data/repos/kurita0/py37_certbot/tasks/main.yml,py37_certbot,9,name: Renew certs,https://old-galaxy.ansible.com/kurita0/py37_certbot,,kurita0,"name: Renew certs

Answer: command: /usr/bin/certbot renew --post-hook'systemctl reload '
when: certbot_system_hook and certbot_domain.lower() in certbot_hooks
",0.7652075290679932,0.3656159057061185
1366,"ansible.builtin.import_tasks: configure.yml
tags:
- configure_firewall
- configure
",data/repos/leadlineit/firewall/tasks/main.yml,firewall,15,name: Include ./configure.yml,https://old-galaxy.ansible.com/leadlineit/firewall,,leadlineit,"name: Include ./configure.yml

Answer: include: configure.yml
",0.7647017240524292,0.3191873900076708
1367,"apt:
  name:
  - mosquitto
  - mosquitto-clients
",data/repos/bassinator/mosquitto/tasks/debian.yml,mosquitto,687,name: Install OS Packages,https://old-galaxy.ansible.com/bassinator/mosquitto,,bassinator,"name: Install OS Packages

Answer: yum:
  name:
  - git
  - curl
  - gcc
  - make
  - bzip2
  - patch
  - readline
  - ncurses
  - openssl-devel
  - sqlite-devel
  - sqlite
  state: present
",0.75367271900177,0.12253871419501312
1368,"copy: src=files/html/404.html dest=/etc/nginx/html/404.html owner=root group=root
  mode=0644
",data/repos/hyperfocus1337/ansible_nginx_role/tasks/compile/after-compile.yml,ansible_nginx_role,9,name: copy 404 error html,https://old-galaxy.ansible.com/hyperfocus1337/ansible_nginx_role,,hyperfocus1337,"name: copy 404 error html

Answer: copy:
  src: 404.html
  dest: /var/www/html/404.html
",0.8223699331283569,0.3880602948109974
