,license,org_name,download_count,input,repo_name,path,output,download_link,starcoder-response,codebertscore,bleuscore
1428,"Apache-2.0-Short,Apache-2.0",kurron,77,name: Dump Redis Status,redis,data/repos/kurron/redis/tasks/main.yml,"become: true
command: systemctl status redis
",https://old-galaxy.ansible.com/kurron/redis,"name: Dump Redis Status

Answer: shell:'redis-cli  info | grep used_memory | awk ''{print $2}''

  '
register: redis_memory_usage
changed_when: false
",0.7192986011505127,0.10815260202311343
1429,"Apache-2.0-Short,Apache-2.0",indigo-dc,76,name: RedHat | mysql prepare system tables,ophidia-all,data/repos/indigo-dc/ophidia-all/tasks/centos7.yml,"command: /usr/bin/mysql-systemd-start pre
become: true
become_user: mysql
",https://old-galaxy.ansible.com/indigo-dc/ophidia-all,"name: RedHat | mysql prepare system tables

Answer: mysql_db:
  name: ''
  state: present
with_items:
- information_schema
- mysql
- performance_schema
- sys
",0.6854133605957031,0.18542910387521075
1430,,leafnode,33,name: Configure PHP CLI,php5,data/repos/leafnode/php5/tasks/main.yml,"template: src=php_config.ini.j2 dest=/etc/php/5.6/cli/conf.d/php_config.ini
",https://old-galaxy.ansible.com/leafnode/php5,"name: Configure PHP CLI

Answer: template:
  src: cli.ini.j2
  dest: /etc/php/5.6/cli/php.ini
  mode: 420
",0.877543568611145,0.4258665264655433
1431,,trombik,111,name: Install argus_package,argus,data/repos/trombik/argus/tasks/install-FreeBSD.yml,"pkgng:
  name: '{{ __argus_package }}'
  state: present
",https://old-galaxy.ansible.com/trombik/argus,"name: Install argus_package

Answer: ansible.builtin.package:
  name: '{{ _argus_package[argus_type] }}'
  state: present
",0.8391713500022888,0.3940074330977964
1432,,mhmh9711,10,name: create db user,ansible_role_mysql,data/repos/mhmh9711/ansible_role_mysql/tasks/main.yml,"mysql_user:
  login_unix_socket: /var/run/mysqld/mysqld.sock
  name: ''
  password: ''
  priv: '*.*:ALL'
  state: present
  host: '%'
",https://old-galaxy.ansible.com/mhmh9711/ansible_role_mysql,"name: create db user

Answer: oracle_user:
  service_name: XEPDB1
  username: SYS
  password: password
  mode: sysdba
  schema_name: foo
  schema_password: pass
  state: present
register: _
failed_when: _.failed or 'identified by' not in _.ddls[0]
",0.7059321999549866,0.22204499076867146
1433,,ieguiguren,26,name: masscan prerequisites,masscan,data/repos/ieguiguren/masscan/tasks/main.yml,"apt: state=latest name=
with_items:
- git
- build-essential
- libpcap-dev
",https://old-galaxy.ansible.com/ieguiguren/masscan,"name: masscan prerequisites

Answer: apt:
  name:
  - build-essential
  - libpcap-dev
  - libssl-dev
  - libtool
  - autoconf
  - automake
  - libmnl-dev
  - libnet-dev
  - libpcre3-dev
  - libjson-c-dev
  - libsqlite3-dev
  - libreadline-dev
  - libyajl-dev
  - libpcap-dev
  - libpcap0.8
  - libpcap0.8-dev
  state: present
",0.7804614901542664,0.14107379184054014
1434,MIT,weldpua2008,110,name: Set Java Env,java,data/repos/weldpua2008/java/tasks/install-jdk-debian.yml,"action: apt pkg=oracle-java7-set-default state=present
",https://old-galaxy.ansible.com/weldpua2008/java,"name: Set Java Env

Answer: template:
  src: java_env.sh.j2
  dest: /etc/profile.d/java_env.sh
  owner: root
  group: root
  mode: 420
",0.6791618466377258,0.05189847348592674
1435,MIT,sansible,11265,name: Create Golang code folders for workspace user,golang,data/repos/sansible/golang/tasks/install.yml,"become: true
file:
  group: ''
  name: ''
  owner: ''
  state: directory
with_items:
- /home//go/
- /home//go/bin/
- /home//go/pkg/
- /home//go/src/
- /home//go/src/github.com/
when: sansible_golang_workspace_user is not none
",https://old-galaxy.ansible.com/sansible/golang,"name: Create Golang code folders for workspace user

Answer: file:
  path: ''
  state: directory
  owner: ''
  group: ''
with_items:
- /opt/gopath/src/github.com/hashicorp/consul
- /opt/gopath/src/github.com/hashicorp/vault
- /opt/gopath/src/github.com/hashicorp/nomad
- /opt/gopath/src/github.com/hashicorp/packer
- /opt/gopath/src/github.com/hashicorp/terraform
- /opt/gopath/src/github.com/hashicorp/consul-template
- /opt/gopath/src/github.com/hashicorp/hclog
become: true
",0.8058183789253235,0.30459217629747765
1436,,chanchalbose,55,name: Ubuntu and Debian start apache service,wordpress,data/repos/chanchalbose/wordpress/tasks/ubuntu.yml,"service: name=apache2 state=started
",https://old-galaxy.ansible.com/chanchalbose/wordpress,"name: Ubuntu and Debian start apache service

Answer: service:
  name: apache2
  state: started
  enabled: true
when: ansible_distribution|lower == 'ubuntu' or ansible_distribution|lower == 'debian'
",0.7399896383285522,0.13550933069592652
1437,MIT,codeyourinfra,28,name: Install PostgreSQL,postgres,data/repos/codeyourinfra/postgres/tasks/main.yml,"apt:
  name: postgresql-9.6
  update_cache: true
",https://old-galaxy.ansible.com/codeyourinfra/postgres,"name: Install PostgreSQL

Answer: apt:
  name: postgresql-9.5
  state: present
",0.8517825603485107,0.3846385287670934
1438,MIT,innohub-ansible,240,name: Install chruby,chruby,data/repos/innohub-ansible/chruby/tasks/main.yml,"sudo: true
shell: cd /usr/src/chruby-0.3.9/ && make install
when: chruby_extracted | changed
register: chruby_installed
",https://old-galaxy.ansible.com/innohub-ansible/chruby,"name: Install chruby

Answer: shell: /tmp/chruby-0.3.9/install.sh
args:
  creates: /usr/local/bin/ruby-2.3.0
",0.8284029960632324,0.40864152675088783
1439,,pradeepkumar_27,10,name: Enabling kubelet service,ansiblerole_kubernetes,data/repos/pradeepkumar_27/ansiblerole_kubernetes/tasks/main.yml,"service:
  name: kubelet
  state: started
  enabled: true
",https://old-galaxy.ansible.com/pradeepkumar_27/ansiblerole_kubernetes,"name: Enabling kubelet service

Answer: systemd:
  name: kubelet
  enabled: true
  daemon_reload: true
",0.8329664468765259,0.43359622728790803
1440,,govi230,19,name: Configure Slave,kube_cluster,data/repos/govi230/kube_cluster/kube_slave/tasks/RedHat/slave_config.yml,"include: slave.yml
when: kubelet_status.failed
vars:
  bridging_file_path_for_k8s: /etc/sysctl.d/k8s.conf
",https://old-galaxy.ansible.com/govi230/kube_cluster,"name: Configure Slave

Answer: include: slave.yml
when:
- ansible_role_undercloud_slave | bool
",0.7358660697937012,0.3163913942959855
1441,,leandromoreirati,16,name: Inclui variaveis para distribuicoes Linux,web-server,data/repos/leandromoreirati/web-server/tasks/install.yml,"include_vars: .yml
tags: web
",https://old-galaxy.ansible.com/leandromoreirati/web-server,"name: Inclui variaveis para distribuicoes Linux

Answer: include_vars: ''
with_first_found:
- files:
  - -.yml
  - -.yml
  -.yml
  -.yml
  -.yml
  - defaults.yml
  paths:
  - vars
loop_control:
  loop_var: loop_vars
tags:
- configuration
- packages
",0.7257722020149231,0.08665625847530561
1442,MIT,cscfi,80,name: start sssd on boot,sssd,data/repos/cscfi/sssd/tasks/ubuntu.yml,"service: name=sssd state=started enabled=yes
",https://old-galaxy.ansible.com/cscfi/sssd,"name: start sssd on boot

Answer: service:
  name: sssd
  state: started
  enabled: true
",0.8243598937988281,0.34390416003526797
1443,,ucp,49,name: Create glusterfs volume,docker,data/repos/ucp/docker/roles/glusterfs/tasks/main.yml,"gluster_volume:
  state: present
  name: money
  bricks: /data/glusterfs//bricks/brick
  cluster:
  - manager
  - worker1
  - worker2
  replicas: 3
run_once: true
tags:
- volumes
",https://old-galaxy.ansible.com/edwardtheharris/ucp/docker,"name: Create glusterfs volume

Answer: gluster_volume:
  state: present
  name: haproxy
  cluster: ''
  nodes:
  - ''
  - ''
  - ''
  force: true
",0.7891231775283813,0.5112167664498432
1444,,dotfob,10,name: Testando entradas no arquivo /etc/hosts,conf_base,data/repos/dotfob/conf_base/tasks/hosts.yml,"lineinfile:
  path: /etc/hosts
  line: 172.16.0.199 ansible-server.4labs.example ansible-server
register: etc_hosts_result
tags: hosts
",https://old-galaxy.ansible.com/dotfob/conf_base,"name: Testando entradas no arquivo /etc/hosts

Answer: lineinfile:
  dest: /etc/hosts
  regexp: ^127.0.0.1
  line: 127.0.0.1 {{ inventory_hostname }} {{ inventory_hostname_short }}
",0.76973557472229,0.33414173947329784
1445,,tschifftner,168,name: Updates hostname (ip4) in hosts file,hostname,data/repos/tschifftner/hostname/tasks/main.yml,"lineinfile:
  dest: /etc/hosts
  regexp: ^
  line: ' {{ ansible_hostname }}'
when: ansible_all_ipv4_addresses|length
",https://old-galaxy.ansible.com/tschifftner/hostname,"name: Updates hostname (ip4) in hosts file

Answer: lineinfile:
  dest: /etc/hosts
  regexp: ^127.0.1.1
  line: ""127.0.1.1\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tlocalhost\n""
  state: present
when: ansible_default_ipv4.address is defined
",0.8039857745170593,0.3637498830519095
1446,,dinesh-izap,23,name: Nginx | Modules | Unpack the upload_progress_module source,nginx,data/repos/dinesh-izap/nginx/tasks/modules/upload_progress_module.yml,"command: tar -xvzf /tmp/nginx-upload-progress-module-0.9.1.tar.gz chdir=/tmp creates=/tmp/nginx-upload-progress-module-0.9.1
",https://old-galaxy.ansible.com/dinesh-izap/nginx,"name: Nginx | Modules | Unpack the upload_progress_module source

Answer: command: tar -xvzf /tmp/nginx-upload-progress-module.tar.gz chdir=/tmp creates=/tmp/upload_progress-nginx-module-0.3.4
",0.8959549069404602,0.5536202728770421
1447,MIT,scorpionhiccup,38,name: Change default apache group,asterisk-role,data/repos/scorpionhiccup/asterisk-role/asterisk.role/tasks/apache-config.yml,"sudo: true
lineinfile: dest=/etc/apache2/envvars regexp=APACHE_RUN_GROUP line=""export APACHE_RUN_GROUP={{
  global_asterisk_group|default('ubuntu') }}""
",https://old-galaxy.ansible.com/scorpionhiccup/asterisk-role,"name: Change default apache group

Answer: lineinfile:
  dest: /etc/apache2/envvars
  regexp: ^GROUP=
  line: GROUP=""www-data""
notify: Restart apache
when: apache_security_group!= 'www-data'
",0.8070564866065979,0.3631182235753207
1448,MIT,adriano-di-giovanni,26,name: create a list file for MongoDB,mongodb,data/repos/adriano-di-giovanni/mongodb/tasks/main.yml,"copy:
  content: deb http://repo.mongodb.org/apt/ubuntu trusty/mongodb-org/3.2 multiverse
  dest: /etc/apt/sources.list.d/mongodb-org-3.2.list
",https://old-galaxy.ansible.com/adriano-di-giovanni/mongodb,"name: create a list file for MongoDB

Answer: template:
  src: list.j2
  dest: /etc/apt/sources.list.d/mongodb.list
  owner: root
  group: root
  mode: 420
",0.8015977144241333,0.3947893280035773
1449,,marcoverl,92,name: restart containerd,cvmfs_client,data/repos/marcoverl/cvmfs_client/tasks/snapshotter_config.yml,"systemd:
  name: containerd
  state: restarted
",https://old-galaxy.ansible.com/marcoverl/cvmfs_client,"name: restart containerd

Answer: systemd:
  name: containerd
  state: restarted
when: containerd_systemd_dropin.changed
",0.8557591438293457,0.3806548115274321
1450,,alourie,11,name: Creating new ~/.zshrc,oh-my-zsh,data/repos/alourie/oh-my-zsh/tasks/main.yml,"command: cp ~/.oh-my-zsh/templates/zshrc.zsh-template ~/.zshrc
sudo: false
",https://old-galaxy.ansible.com/alourie/oh-my-zsh,"name: Creating new ~/.zshrc

Answer: template:
  src: zshrc.j2
  dest: /.zshrc
  owner: ''
  group: ''
  mode: 420
become: true
",0.7882031798362732,0.22215482498813022
1451,,jzafran,23,name: systemctl daemon-reload,ansible_tinc,data/repos/jzafran/ansible_tinc/tasks/main.yml,"shell: systemctl daemon-reload
when: tinc_service_file.changed
",https://old-galaxy.ansible.com/jzafran/ansible_tinc,"name: systemctl daemon-reload

Answer: ansible.builtin.systemd:
  daemon_reload: true
when:
- ansible_service_mgr == ""systemd""
",0.823174774646759,0.3400073971164623
1452,,gbraad,24,name: Install the 'build-essential' meta package,c9sdk,data/repos/gbraad/c9sdk/tasks/main.yml,"package: name=""build-essential"" state=present
when: ansible_distribution == 'Debian' or ansible_distribution == 'Ubuntu'
",https://old-galaxy.ansible.com/gbraad/c9sdk,"name: Install the 'build-essential' meta package

Answer: apt:
  name: build-essential
  state: present
",0.7952732443809509,0.3616974254975144
1453,,nehal689,15,name: Updating IP tables on Slave Node,k8s_slave,data/repos/nehal689/k8s_slave/tasks/main.yml,"copy:
  dest: /etc/sysctl.d/k8s.conf
  content: 'net.bridge.bridge-nf-call-ip6tables = 1

    net.bridge.bridge-nf-call-iptables = 1

    '
",https://old-galaxy.ansible.com/nehal689/k8s_slave,"name: Updating IP tables on Slave Node

Answer: command: /usr/sbin/iptables-restore --input
when: iptablesrules_result.changed
",0.7197425961494446,0.1746779454218502
1454,GPL-3.0-only,dmc5179,14,name: Remove temp file after import snapshot,rhcos_ami,data/repos/dmc5179/rhcos_ami/tasks/main.yml,"file:
  path: ''
  state: absent
when: (cleanup_local | bool)
tags:
- cleanup
",https://old-galaxy.ansible.com/dmc5179/rhcos_ami,"name: Remove temp file after import snapshot

Answer: file:
  path: ''
  state: absent
changed_when: false
",0.7248764634132385,0.396112372242091
1455,GPL-3.0-only,githubfoam,17,name: Add sdn user,freewheeler,data/repos/githubfoam/freewheeler/tasks/configure/configure-Amazon.yml,"user:
  name: sdn
",https://old-galaxy.ansible.com/githubfoam/freewheeler,"name: Add sdn user to docker group

Answer: user:
  name: ''
  groups: docker
  append: true
with_items: ''
when: docker_users is defined
",0.7514384388923645,0.10865691235626862
1456,,splunk,50898,name: Cleanup old correlation_search,es,data/repos/splunk/es/integration/targets/correlation_search_info/tasks/main.yml,"correlation_search:
  name: Test Fake Coorelation Search From Playbook
  description: Test Fake Coorelation Search From Playbook, description edition.
  search: source=""/var/log/snort.log""
  state: absent
",https://old-galaxy.ansible.com/splunk/es,"name: Cleanup old correlation_search

Answer: correlation_search:
  name: Test Fake Coorelation Search From Playbook
  description: Test Fake Coorelation Search From Playbook, description edition.
  search: source=""/var/log/snort.log""
  state: absent
",0.949630081653595,0.8156271417700787
1457,"Apache-2.0-Short,Apache-2.0",robertdebock,12,name: Retrieve FIPS mode,fips,data/repos/robertdebock/fips/tasks/main.yml,"ansible.builtin.command:
  cmd: /usr/bin/fips-mode-setup --is-enabled
register: fips_mode
when:
- ansible_os_family == ""RedHat""
changed_when: false
failed_when:
- fips_mode.rc not in fips_exit_codes
",https://old-galaxy.ansible.com/robertdebock/fips,"name: Retrieve FIPS mode

Answer: command: cat /proc/sys/crypto/fips_enabled
register: fips_enabled
changed_when: false
",0.7885059714317322,0.299632885272985
1458,"Apache-2.0-Short,Apache-2.0",sorrowless,113,name: Configure CA,ca,data/repos/sorrowless/ca/tasks/main.yml,"import_tasks: configure_ca.yml
",https://old-galaxy.ansible.com/sorrowless/ca,"name: Configure CA

Answer: include: configure.yml
tags:
- configure
",0.7775245308876038,0.2214748716878711
1459,"Apache-2.0-Short,Apache-2.0",adopteunops,241,name: Apply mysql configuration,mysql-docker,data/repos/adopteunops/mysql-docker/tasks/main.yml,"template: src=mysql.conf.j2 dest=/etc/mysql/conf.d/mysql.cnf
become: true
",https://old-galaxy.ansible.com/adopteunops/mysql-docker,"name: Apply mysql configuration

Answer: template:
  src: my.cnf.j2
  dest: /etc/mysql/my.cnf
  owner: root
  group: root
  mode: 420
notify: restart mysql
",0.8315148949623108,0.2861323033436012
1460,GPL-3.0-only,wluisaraujo,34,name: Importando tarefas para instalar AWX,awx,data/repos/wluisaraujo/awx/tasks/main.yml,"include_tasks: config2-.yml
",https://old-galaxy.ansible.com/wluisaraujo/awx,"name: Importando tarefas para instalar AWX

Answer: import_tasks: tasks.yml
tags:
- awx-install
",0.7320268154144287,0.12282360753305481
1461,,szevez,18,name: change ssl_prefer_server_ciphers in main nginx.conf,ansible-nginx-hardening,data/repos/szevez/ansible-nginx-hardening/tasks/main.yml,"lineinfile:
  dest: /etc/nginx/nginx.conf
  regexp: ^\s*ssl_prefer_server_ciphers
  line: '    ssl_prefer_server_ciphers on;'
  insertafter: http {
notify: restart nginx
",https://old-galaxy.ansible.com/szevez/ansible-nginx-hardening,"name: change ssl_prefer_server_ciphers in main nginx.conf

Answer: lineinfile:
  dest: /etc/nginx/nginx.conf
  regexp: ^ssl_prefer_server_ciphers
  line: ssl_prefer_server_ciphers on;
  state: present
notify: reload nginx daemon
",0.9046764373779297,0.608380661702867
1462,,zhomart,58,name: Debian | Firewall | Allow OpenSSH,elk,data/repos/zhomart/elk/tasks/setup-Debian.yml,"ufw: rule=allow name=OpenSSH
",https://old-galaxy.ansible.com/zhomart/elk,"name: Debian | Firewall | Allow OpenSSH Port

Answer: ansible.posix.firewalld:
  port: 22/tcp
  permanent: true
  state: enabled
",0.7147943377494812,0.10653314842551892
1463,MIT,tobiasehlert,18,name: Generating .env file and placing in /opt/teslamate,teslamate,data/repos/tobiasehlert/teslamate/tasks/main.yml,"template:
  src: env.j2
  dest: /opt/teslamate/.env
",https://old-galaxy.ansible.com/tobiasehlert/teslamate,"name: Generating .env file and placing in /opt/teslamate/config...

Answer: template:
  src:.env.j2
  dest: /opt/teslamate/config/.env
  owner: root
  group: root
  mode: 420
with_items: ''
when:
- teslamate_environment == ""production""
- teslamate_aws_access_key_id is defined
- teslamate_aws_secret_access_key is defined
",0.796489417552948,0.14858484564326452
1464,,panchal_yash,647,"name: Run the equivalent of ""apt-get clean"" as a separate step",percona_xtradb_cluster_role,data/repos/panchal_yash/percona_xtradb_cluster_role/tasks/debian_57_repos.yml,"apt:
  autoclean: true
",https://old-galaxy.ansible.com/panchal_yash/percona_xtradb_cluster_role,"name: Run the equivalent of ""apt-get clean"" as a separate step

Answer: apt:
  autoclean: true
",0.7849956750869751,0.22965155641987667
1465,,yannik,73,name: Install required packages,hylafax,data/repos/yannik/hylafax/tasks/hylafax.yml,"apt: pkg= state=present
with_items:
- hylafax-server
- hylafax-client
",https://old-galaxy.ansible.com/yannik/hylafax,"name: Install required packages

Answer: ansible.builtin.package:
  name: '{{ _dns_packages[ansible_os_family] | default(_dns_packages[''default''])
    }}'
  state: present
",0.6985737085342407,0.10049108401322222
1466,BSD-3-Clause,inhumantsar,16,name: Make sure remote tmp path exists,helloworld2,data/repos/inhumantsar/helloworld2/tasks/main.yml,"file:
  path: /opt/hw2
  state: directory
",https://old-galaxy.ansible.com/inhumantsar/helloworld2,"name: Make sure remote tmp path exists

Answer: file:
  path: /tmp/
  state: directory
  owner: root
  group: root
  mode: 493
",0.7660076022148132,0.26462927137527154
1467,MIT,ihmels,15,name: Ensure /etc/apt/keyrings exists,vscode,data/repos/ihmels/vscode/tasks/setup-Debian.yml,"ansible.builtin.file:
  path: /etc/apt/keyrings
  state: directory
  mode: '0755'
",https://old-galaxy.ansible.com/ihmels/vscode,"name: Ensure /etc/apt/keyrings exists

Answer: ansible.builtin.file:
  path: /etc/apt/keyrings
  state: directory
  mode: '0755'
",0.9211025238037109,0.6313359222793022
1468,GPL-3.0-only,lip-computing,39,"name: Create public network """"",os-controller,data/repos/lip-computing/os-controller/tasks/openstack/create_networks.yml,"shell: 'neutron net-create  --router:external True --provider:physical_network external
  --provider:network_type flat

  '
become_user: neutron
run_once: true
when: netpublicExist|failed
environment: '{''OS_PROJECT_DOMAIN_NAME'': ''Default'', ''OS_USER_DOMAIN_NAME'': ''Default'',
  ''OS_PROJECT_NAME'': ''admin'', ''OS_USERNAME'': ''admin'', ''OS_PASSWORD'': ''{{
  openstack_admin_password }}'', ''OS_AUTH_URL'': ''{{ openstack_ks_url }}'', ''OS_IDENTITY_API_VERSION'':
  3}'
",https://old-galaxy.ansible.com/lip-computing/os-controller,"name: Create public network """"

Answer: docker_network:
  name: public
  state: present
",0.6796876788139343,0.005511274662631073
1469,MIT,vforgione,22,name: chowning python3.5 dist packages,python,data/repos/vforgione/python/tasks/main.yml,"file:
  path: /usr/local/lib/python3.5/dist-packages
  state: directory
  mode: 511
become: true
become_user: root
",https://old-galaxy.ansible.com/vforgione/python,"name: chowning python3.5 dist packages

Answer: file:
  path: /usr/local/python/Python-3.5.2
  state: directory
  recurse: true
  owner: python
  group: python
become: true
",0.8586223125457764,0.48247660045922575
1470,,2infinite,27,name: Create a directory /usr/local/lib/observium_agent/local,observiumagent,data/repos/2infinite/observiumagent/tasks/main.yml,"file: path=/usr/local/lib/observium_agent/local state=directory mode=0700
",https://old-galaxy.ansible.com/2infinite/observiumagent,"name: Create a directory /usr/local/lib/observium_agent/local

Answer: file:
  path: /usr/local/lib/observium_agent/local
  state: directory
  owner: observium
  group: observium
  mode: 493
tags:
- observium
",0.8527771234512329,0.2800276095579998
1471,,sirreeall,72,name: 'Download.yml: Download Alfresco Content Services 6.1.0 (distribution zip)',acs,data/repos/sirreeall/acs/tasks/download.yml,"get_url:
  url: https://artifacts.alfresco.com/nexus/content/groups/internal/org/alfresco/alfresco-content-services-distribution/6.1.0/alfresco-content-services-distribution-6.1.0.zip
  dest: /opt/alfresco/alfresco-content-services-distribution-6.1.0.zip
  checksum: md5:8c649afb76e9942762376b5b62a10592
  mode: 292
  url_username: ''
  url_password: ''
no_log: true
register: isDownloaded
ignore_errors: true
",https://old-galaxy.ansible.com/sirreeall/acs,"name: 'Download.yml: Download Alfresco Content Services 6.1.0 (distribution zip)'

Answer: get_url:
  url: http://archive.alfresco.com/alfresco-content-services/6.1.0/distribution/alfresco-content-services-6.1.0-distribution.zip
  dest: /tmp/alfresco-content-services-6.1.0-distribution.zip
  checksum: sha256:777777777777777777777777777777777777777777777777777777777777777777
tags: content_services, download
",0.840407133102417,0.5710783168391559
1472,Unlicense,bearandgiraffe,52,name: Update apt,php,data/repos/bearandgiraffe/php/tasks/main.yml,"become: true
apt: update_cache=yes
",https://old-galaxy.ansible.com/bearandgiraffe/php,"name: Update apt cache

Answer: apt:
  update_cache: true
when: ansible_os_family == ""Debian""
",0.7774254679679871,0.24993642026975887
1473,,reallyenglish,56,name: upload patch-hbase_regionserver to remote XXX https://github.com/ansible/ansible-modules-extras/issues/338,hbase,data/repos/reallyenglish/hbase/tasks/install-FreeBSD.yml,"copy:
  src: patch-hbase_regionserver
  dest: /tmp/patch-hbase_regionserver
",https://old-galaxy.ansible.com/reallyenglish/hbase,"name: upload patch-hbase_regionserver to remote XXX https://github.com/ansible/ansible-modules-extras/issues/338

Answer: shell: 'rsync -avzh --delete --exclude=.git --exclude=.gitignore --exclude=LICENSE.txt
  --exclude=NOTICE.txt --exclude=README.txt --exclude=hadoop-project-dist/hadoop-common-project/pom.xml
  --exclude=hadoop-project-dist/hadoop-hdfs-project/pom.xml --exclude=hadoop-project-dist/hadoop-yarn-project/pom.xml
  --exclude=hadoop-project-dist/hadoop-mapreduce-project/pom.xml --exclude=hadoop-project-dist/hadoop-streaming-project/pom.xml
  --exclude=hadoop-project-dist/hadoop-hive-project/pom.xml --exclude=hadoop-project-dist/hadoop-zookeeper/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn/pom.xml --exclude=hadoop-project-dist/hadoop-yarn-applications/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-registry/pom.xml --exclude=hadoop-project-dist/hadoop-yarn-services/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-server/pom.xml --exclude=hadoop-project-dist/hadoop-yarn-server/hadoop-yarn-server-common/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-server/hadoop-yarn-server-nodemanager/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-server/hadoop-yarn-server-shared/pom.xml
  --exclude=hadoop-project-dist/hadoop-hdfs-project/hadoop-hdfs/pom.xml --exclude=hadoop-project-dist/hadoop-hdfs-project/hadoop-hdfs-nfs-client/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-project/hadoop-yarn-common/pom.xml --exclude=hadoop-project-dist/hadoop-yarn-project/hadoop-yarn-applications/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-project/hadoop-yarn-registry/pom.xml --exclude=hadoop-project-dist/hadoop-yarn-project/hadoop-yarn-services/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-server/pom.xml --exclude=hadoop-project-dist/hadoop-yarn-server/hadoop-yarn-server-common/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-server/hadoop-yarn-server-nodemanager/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/pom.xml
  --exclude=hadoop-project-dist/hadoop-hdfs-project/hadoop-hdfs/pom.xml --exclude=hadoop-project-dist/hadoop-hdfs-project/hadoop-hdfs-nfs-client/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-project/hadoop-yarn-common/pom.xml --exclude=hadoop-project-dist/hadoop-yarn-project/hadoop-yarn-applications/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-project/hadoop-yarn-registry/pom.xml --exclude=hadoop-project-dist/hadoop-yarn-project/hadoop-yarn-services/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-server/pom.xml --exclude=hadoop-project-dist/hadoop-yarn-server/hadoop-yarn-server-common/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-server/hadoop-yarn-server-nodemanager/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/pom.xml
  --exclude=hadoop-project-dist/hadoop-hdfs-project/hadoop-hdfs/pom.xml --exclude=hadoop-project-dist/hadoop-hdfs-project/hadoop-hdfs-nfs-client/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-project/hadoop-yarn-common/pom.xml --exclude=hadoop-project-dist/hadoop-yarn-project/hadoop-yarn-applications/pom.xml
  --exclude=hadoop-project-dist/hadoop-yarn-project/hadoop-yarn-registry/pom.xml --exclude=hadoop-project-dist",0.6556084156036377,0.012967095199835525
1474,MIT,nowait-tools,31,name: configure sudoers file www,phabricator,data/repos/nowait-tools/phabricator/tasks/main.yml,"lineinfile:
  dest: /etc/sudoers
  state: present
  regexp: ^www-data
  line: 'www-data ALL=(daemon-user) SETENV:NOPASSWD: /usr/lib/git-core/git-http-backend'
  validate: visudo -cf %s
",https://old-galaxy.ansible.com/nowait-tools/phabricator,"name: configure sudoers file www-data

Answer: template:
  src: etc/sudoers.d/www-data
  dest: /etc/sudoers.d/www-data
  owner: root
  group: root
  mode: 288
  seuser: system_u
  serole: object_r
  setype: etc_t
  selevel: s0
when: ansible_os_family == ""RedHat""
",0.7495515942573547,0.2765106246789844
1475,,vanzhiganov,25,name: create /etc/tinc/nets.boot file from template,tinc,data/repos/vanzhiganov/tinc/tasks/main.yml,"template: 'src=nets.boot.j2 dest=/etc/tinc/nets.boot

  '
notify:
- restart tinc
",https://old-galaxy.ansible.com/vanzhiganov/tinc,"name: create /etc/tinc/nets.boot file from template

Answer: template:
  src: etc/tinc/nets.boot.j2
  dest: /etc/tinc/nets.boot
  owner: root
  group: root
  mode: 420
",0.8471224904060364,0.30380994980055903
